"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"error"	"qval_individual"	"model"	"N"	"N.not.zero"	"pval_joint"	"qval_joint"
"Feature54"	"Metadata_5"	"1"	"Metadata_51"	-0.405443834078372	0.811372511406054	0.617285473099909	NA	0.999068586141785	"prevalence"	100	5	0.617285473099909	0.997486081121345
"Feature55"	"Metadata_1"	"1"	"Metadata_11"	-0.855412481835393	0.8439413993202	0.310777345911942	NA	0.999068586141785	"prevalence"	100	5	0.310777345911942	0.997486081121345
"Feature55"	"Metadata_2"	"1"	"Metadata_21"	-0.218859716643574	0.788261881923763	0.781282209829652	NA	0.999068586141785	"prevalence"	100	5	0.781282209829652	0.997486081121345
"Feature55"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.363007490674719	0.410549626234993	0.376588901012834	NA	0.999068586141785	"prevalence"	100	5	0.376588901012834	0.997486081121345
"Feature55"	"Metadata_5"	"1"	"Metadata_51"	-0.372633055919759	0.793429338557452	0.638606026123854	NA	0.999068586141785	"prevalence"	100	5	0.638606026123854	0.997486081121345
"Feature56"	"Metadata_1"	"1"	"Metadata_11"	-0.191174594722298	0.519178234114905	0.712705198535447	NA	0.999068586141785	"prevalence"	100	23	0.714614884207556	0.997486081121345
"Feature56"	"Metadata_2"	"1"	"Metadata_21"	0.213998704216206	0.508397039479304	0.673807435473409	NA	0.999068586141785	"prevalence"	100	23	0.716740187355841	0.997486081121345
"Feature56"	"Metadata_5"	"1"	"Metadata_51"	-0.56216469918129	0.536582300464138	0.294787650202972	NA	0.999068586141785	"prevalence"	100	23	0.502675541693754	0.997486081121345
"Feature58"	"Metadata_5"	"1"	"Metadata_51"	-0.139505557964905	0.46226522128321	0.762814567552994	NA	0.999068586141785	"prevalence"	100	58	0.478003424677164	0.997486081121345
"Feature59"	"Metadata_2"	"1"	"Metadata_21"	0.193858637048201	0.561786660640786	0.73003784684843	NA	0.999068586141785	"prevalence"	100	13	0.444287115545187	0.997486081121345
"Feature59"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.380322872351791	0.280556117554234	0.175225337847405	NA	0.978574658786416	"prevalence"	100	13	0.319746756671072	0.997486081121345
"Feature59"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.223587745426344	0.287983043390887	0.437517537243136	NA	0.999068586141785	"prevalence"	100	13	0.683613479090974	0.997486081121345
"Feature59"	"Metadata_5"	"1"	"Metadata_51"	-0.177952454890213	0.57202660529572	0.755731275154233	NA	0.999068586141785	"prevalence"	100	13	0.28935470984426	0.997486081121345
"Feature6"	"Metadata_1"	"1"	"Metadata_11"	-0.347314997962102	0.684632869694137	0.611943577061136	NA	0.999068586141785	"prevalence"	100	8	0.654460720210317	0.997486081121345
"Feature6"	"Metadata_2"	"1"	"Metadata_21"	0.441314582535697	0.670561886620076	0.510456815336595	NA	0.999068586141785	"prevalence"	100	8	0.588248133928627	0.997486081121345
"Feature6"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.156546397518888	0.338621847903398	0.643862986948347	NA	0.999068586141785	"prevalence"	100	8	0.347900087888592	0.997486081121345
"Feature6"	"Metadata_5"	"1"	"Metadata_51"	0.368857814298902	0.679974770366016	0.58750297223948	NA	0.999068586141785	"prevalence"	100	8	0.829846202088737	0.997486081121345
"Feature60"	"Metadata_1"	"1"	"Metadata_11"	0.137639794534623	0.989778205480268	0.889401748618255	NA	0.999068586141785	"prevalence"	100	2	0.889401748618255	0.997486081121345
"Feature60"	"Metadata_2"	"1"	"Metadata_21"	-0.0331368601793235	0.973952452935249	0.972858747847551	NA	0.999068586141785	"prevalence"	100	2	0.972858747847551	0.997486081121345
"Feature60"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.561565672501505	0.584399386734037	0.336588423911293	NA	0.999068586141785	"prevalence"	100	2	0.336588423911293	0.997486081121345
"Feature60"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0123911772477745	0.52429658998607	0.981144625216134	NA	0.999068586141785	"prevalence"	100	2	0.981144625216134	0.997486081121345
"Feature60"	"Metadata_5"	"1"	"Metadata_51"	-0.0291034185288326	0.993344864666253	0.976626600284597	NA	0.999068586141785	"prevalence"	100	2	0.976626600284597	0.997486081121345
"Feature61"	"Metadata_1"	"1"	"Metadata_11"	-0.649793248824679	0.653546280925718	0.320097552603855	NA	0.999068586141785	"prevalence"	100	10	0.410705616386824	0.997486081121345
"Feature61"	"Metadata_2"	"1"	"Metadata_21"	-0.898315599986211	0.663740631902634	0.17592353416385	NA	0.978574658786416	"prevalence"	100	10	0.320897978455001	0.997486081121345
"Feature61"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0218068652073886	0.334993587037831	0.94809727367187	NA	0.999068586141785	"prevalence"	100	10	0.256678999508795	0.997486081121345
"Feature61"	"Metadata_5"	"1"	"Metadata_51"	0.698855688416033	0.654139636544541	0.285358796645189	NA	0.999068586141785	"prevalence"	100	10	0.489287950467588	0.997486081121345
"Feature62"	"Metadata_1"	"1"	"Metadata_11"	-0.318151392104797	0.442479132989044	0.472128532939569	NA	0.999068586141785	"prevalence"	100	71	0.721351714263469	0.997486081121345
"Feature62"	"Metadata_2"	"1"	"Metadata_21"	0.122785119541408	0.431575275657133	0.776023765494617	NA	0.999068586141785	"prevalence"	100	71	0.864715917467453	0.997486081121345
"Feature62"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0440897977587791	0.223491937057237	0.843610850906058	NA	0.999068586141785	"prevalence"	100	71	0.430076906148931	0.997486081121345
"Feature62"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.26579778781664	0.227450395003075	0.242566146384932	NA	0.999068586141785	"prevalence"	100	71	0.426293957397827	0.997486081121345
"Feature62"	"Metadata_5"	"1"	"Metadata_51"	0.0906144737368945	0.438961053955786	0.836455495470842	NA	0.999068586141785	"prevalence"	100	71	0.295499097205546	0.997486081121345
"Feature63"	"Metadata_1"	"1"	"Metadata_11"	-0.539859835370653	0.936305776468463	0.564219856746946	NA	0.999068586141785	"prevalence"	100	3	0.564219856746946	0.997486081121345
"Feature63"	"Metadata_2"	"1"	"Metadata_21"	0.460161264992794	0.90463796687413	0.610984274417177	NA	0.999068586141785	"prevalence"	100	3	0.610984274417177	0.997486081121345
"Feature63"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.400700849313795	0.45206726542134	0.375415811625641	NA	0.999068586141785	"prevalence"	100	3	0.375415811625641	0.997486081121345
"Feature63"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.152522532801718	0.4348676364292	0.725788489796974	NA	0.999068586141785	"prevalence"	100	3	0.725788489796974	0.997486081121345
"Feature63"	"Metadata_5"	"1"	"Metadata_51"	0.372107441699554	0.913425850121361	0.683732114525529	NA	0.999068586141785	"prevalence"	100	3	0.683732114525529	0.997486081121345
"Feature64"	"Metadata_1"	"1"	"Metadata_11"	0.0699400446961721	0.429688842718512	0.87070027781822	NA	0.999068586141785	"prevalence"	100	32	0.393282056711461	0.997486081121345
"Feature64"	"Metadata_2"	"1"	"Metadata_21"	-0.544465778378641	0.423537401092201	0.198610650087114	NA	0.982019325430729	"prevalence"	100	32	0.357775109846201	0.997486081121345
"Feature64"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0935105876107514	0.218757982137964	0.669043313120789	NA	0.999068586141785	"prevalence"	100	32	0.820359209682728	0.997486081121345
"Feature64"	"Metadata_5"	"1"	"Metadata_51"	0.000498205621427536	0.426781800221306	0.999068586141785	NA	0.999068586141785	"prevalence"	100	32	0.828384466016561	0.997486081121345
"Feature65"	"Metadata_1"	"1"	"Metadata_11"	0.194151076178974	0.425273314443072	0.648007128088552	NA	0.999068586141785	"prevalence"	100	34	0.876101018123531	0.997486081121345
"Feature65"	"Metadata_2"	"1"	"Metadata_21"	0.328882575407161	0.41518504690549	0.428282008596112	NA	0.999068586141785	"prevalence"	100	34	0.673138538305104	0.997486081121345
"Feature65"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.208176575199216	0.219852943876779	0.343694785040183	NA	0.999068586141785	"prevalence"	100	34	0.569263464816548	0.997486081121345
"Feature65"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.00591445278764524	0.214338177041742	0.977985948060485	NA	0.999068586141785	"prevalence"	100	34	0.475123325288177	0.997486081121345
"Feature65"	"Metadata_5"	"1"	"Metadata_51"	-0.17914357835711	0.421654252220776	0.670939508766474	NA	0.999068586141785	"prevalence"	100	34	0.609679860406809	0.997486081121345
"Feature66"	"Metadata_2"	"1"	"Metadata_21"	-0.317597733828161	0.916318189988468	0.728890329608679	NA	0.999068586141785	"prevalence"	100	3	0.728890329608679	0.997486081121345
"Feature66"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.105487944402494	0.488020356206403	0.82886708195342	NA	0.999068586141785	"prevalence"	100	3	0.82886708195342	0.997486081121345
"Feature66"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0614932771727916	0.468596613062257	0.895594472607851	NA	0.999068586141785	"prevalence"	100	3	0.895594472607851	0.997486081121345
"Feature66"	"Metadata_5"	"1"	"Metadata_51"	-0.581974113019725	0.920195857750758	0.52709553796973	NA	0.999068586141785	"prevalence"	100	3	0.52709553796973	0.997486081121345
"Feature67"	"Metadata_2"	"1"	"Metadata_21"	0.342791982670132	0.407741141520671	0.400510516551944	NA	0.999068586141785	"prevalence"	100	46	0.640612359235183	0.997486081121345
"Feature67"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.17037523890553	0.209590673325315	0.416278183462918	NA	0.999068586141785	"prevalence"	100	46	0.570210605693497	0.997486081121345
"Feature67"	"Metadata_5"	"1"	"Metadata_51"	0.0399445935712403	0.412009642205116	0.922765602777466	NA	0.999068586141785	"prevalence"	100	46	0.79885638741876	0.997486081121345
"Feature68"	"Metadata_1"	"1"	"Metadata_11"	-0.480956579773529	0.759524796935296	0.52658114284214	NA	0.999068586141785	"prevalence"	100	6	0.52658114284214	0.997486081121345
"Feature68"	"Metadata_2"	"1"	"Metadata_21"	-0.0415532587288455	0.729982764610403	0.954606041800496	NA	0.999068586141785	"prevalence"	100	6	0.954606041800496	0.997486081121345
"Feature68"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.198467374476613	0.377077738691596	0.598658853514166	NA	0.999068586141785	"prevalence"	100	6	0.598658853514166	0.997486081121345
"Feature68"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.240362903220389	0.371954356781979	0.518139397874254	NA	0.999068586141785	"prevalence"	100	6	0.518139397874254	0.997486081121345
"Feature68"	"Metadata_5"	"1"	"Metadata_51"	0.440961592854655	0.755674965778548	0.559534269858815	NA	0.999068586141785	"prevalence"	100	6	0.559534269858815	0.997486081121345
"Feature69"	"Metadata_1"	"1"	"Metadata_11"	-0.126780154802042	0.50806241350224	0.802945752345383	NA	0.999068586141785	"prevalence"	100	28	0.595938587432979	0.997486081121345
"Feature69"	"Metadata_2"	"1"	"Metadata_21"	0.648081437226096	0.500939559397069	0.195758077569465	NA	0.978790387847326	"prevalence"	100	28	0.353194930205238	0.997486081121345
"Feature69"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.197430454492307	0.268125059319088	0.461525514758935	NA	0.999068586141785	"prevalence"	100	28	0.71004522874437	0.997486081121345
"Feature69"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.064473826097001	0.249246195996758	0.79588580489309	NA	0.999068586141785	"prevalence"	100	28	0.921067223812153	0.997486081121345
"Feature71"	"Metadata_1"	"1"	"Metadata_11"	0.266583302953164	0.505469096229751	0.597917352229955	NA	0.999068586141785	"prevalence"	100	75	0.83832954436223	0.997486081121345
"Feature71"	"Metadata_2"	"1"	"Metadata_21"	-0.428317462409742	0.494461605546723	0.38636406045363	NA	0.999068586141785	"prevalence"	100	75	0.378365049413858	0.997486081121345
"Feature71"	"Metadata_5"	"1"	"Metadata_51"	-0.446393738687633	0.494333557856316	0.36651458330062	NA	0.999068586141785	"prevalence"	100	75	0.586333032704993	0.997486081121345
"Feature72"	"Metadata_1"	"1"	"Metadata_11"	0.977682818085755	1.0976097250912	0.373069681597384	NA	0.999068586141785	"prevalence"	100	2	0.373069681597384	0.997486081121345
"Feature72"	"Metadata_2"	"1"	"Metadata_21"	-0.0998268503718269	0.993449311421717	0.919959213862828	NA	0.999068586141785	"prevalence"	100	2	0.919959213862828	0.997486081121345
"Feature72"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.393777121803997	0.53517853832956	0.461860662990014	NA	0.999068586141785	"prevalence"	100	2	0.461860662990014	0.997486081121345
"Feature72"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.337830514746814	0.52326383862108	0.518524348610991	NA	0.999068586141785	"prevalence"	100	2	0.518524348610991	0.997486081121345
"Feature72"	"Metadata_5"	"1"	"Metadata_51"	-0.849742369666039	1.08645944389713	0.434143670237617	NA	0.999068586141785	"prevalence"	100	2	0.434143670237617	0.997486081121345
"Feature74"	"Metadata_1"	"1"	"Metadata_11"	0.235490529905661	0.494973197146322	0.634242373410237	NA	0.999068586141785	"prevalence"	100	20	0.352463412451973	0.997486081121345
"Feature74"	"Metadata_2"	"1"	"Metadata_21"	0.442424010559059	0.483465370170214	0.360133868732172	NA	0.999068586141785	"prevalence"	100	20	0.473311851378492	0.997486081121345
"Feature74"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0282372001516399	0.250163844010814	0.910129795374832	NA	0.999068586141785	"prevalence"	100	20	0.98757436782556	0.997486081121345
"Feature74"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0676546082164003	0.247728176875362	0.784776212955298	NA	0.999068586141785	"prevalence"	100	20	0.774428665554185	0.997486081121345
"Feature74"	"Metadata_5"	"1"	"Metadata_51"	0.00446718604064156	0.48916329133672	0.992713579917582	NA	0.999068586141785	"prevalence"	100	20	0.802977615311059	0.997486081121345
"Feature75"	"Metadata_1"	"1"	"Metadata_11"	0.787916583025575	0.547679051320789	0.150250687559761	NA	0.955165085201336	"prevalence"	100	17	0.277926106007341	0.997486081121345
"Feature75"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.186344410370565	0.278986135584715	0.504175528826101	NA	0.999068586141785	"prevalence"	100	17	0.324240418224981	0.997486081121345
"Feature75"	"Metadata_5"	"1"	"Metadata_51"	-0.0819234369768888	0.538989715521084	0.879191325328241	NA	0.999068586141785	"prevalence"	100	17	0.387347711007032	0.997486081121345
"Feature76"	"Metadata_1"	"1"	"Metadata_11"	0.728046749203342	0.497269324323264	0.143169521752045	NA	0.947061958304576	"prevalence"	100	78	0.26584153154538	0.997486081121345
"Feature76"	"Metadata_2"	"1"	"Metadata_21"	-0.00801337811067918	0.477604046053811	0.98661349133293	NA	0.999068586141785	"prevalence"	100	78	0.414167882504355	0.997486081121345
"Feature76"	"Metadata_5"	"1"	"Metadata_51"	0.146967343053845	0.486687016512672	0.762671072000496	NA	0.999068586141785	"prevalence"	100	78	0.884307922829416	0.997486081121345
"Feature78"	"Metadata_1"	"1"	"Metadata_11"	1.14445897074538	1.11060142027091	0.302782024160303	NA	0.999068586141785	"prevalence"	100	2	0.302782024160303	0.997486081121345
"Feature78"	"Metadata_2"	"1"	"Metadata_21"	-0.0760869875014928	1.01609299248124	0.940308667139862	NA	0.999068586141785	"prevalence"	100	2	0.940308667139862	0.997486081121345
"Feature78"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.537681083153719	0.580861947764594	0.354622332257194	NA	0.999068586141785	"prevalence"	100	2	0.354622332257194	0.997486081121345
"Feature78"	"Metadata_5"	"1"	"Metadata_51"	0.25765686713847	1.01329811916363	0.799282740369612	NA	0.999068586141785	"prevalence"	100	2	0.799282740369612	0.997486081121345
"Feature79"	"Metadata_1"	"1"	"Metadata_11"	-0.327542815509501	0.459861184184965	0.476300976930703	NA	0.999068586141785	"prevalence"	100	25	0.725739333236264	0.997486081121345
"Feature79"	"Metadata_2"	"1"	"Metadata_21"	-0.266040336758887	0.450138983793983	0.554508219309342	NA	0.999068586141785	"prevalence"	100	25	0.801537073337066	0.997486081121345
"Feature8"	"Metadata_1"	"1"	"Metadata_11"	1.05653173496104	1.10666608781862	0.339730517339782	NA	0.999068586141785	"prevalence"	100	98	0.564044210267608	0.997486081121345
"Feature8"	"Metadata_2"	"1"	"Metadata_21"	0.0096184666405509	0.995939293822579	0.99229440310236	NA	0.999068586141785	"prevalence"	100	98	0.947700686040322	0.997486081121345
"Feature8"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.215138975011999	0.505670820389476	0.67050675441296	NA	0.999068586141785	"prevalence"	100	98	0.675598534024603	0.997486081121345
"Feature8"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.37715926632891	0.521207878127577	0.469295734997108	NA	0.999068586141785	"prevalence"	100	98	0.71835298310774	0.997486081121345
"Feature8"	"Metadata_5"	"1"	"Metadata_51"	0.217877402259459	1.01034711989568	0.82926362917067	NA	0.999068586141785	"prevalence"	100	98	0.97084909167603	0.997486081121345
"Feature80"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.352533284180346	0.251559760798262	0.161097539209564	NA	0.976716666600999	"prevalence"	100	41	0.296242661279751	0.997486081121345
"Feature80"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0164531978011993	0.25590296894287	0.948735594720672	NA	0.999068586141785	"prevalence"	100	41	0.902609879317215	0.997486081121345
"Feature80"	"Metadata_5"	"1"	"Metadata_51"	-0.627840564800932	0.493637950419552	0.20342128155691	NA	0.994752420800274	"prevalence"	100	41	0.365462345323564	0.997486081121345
"Feature81"	"Metadata_1"	"1"	"Metadata_11"	0.88298347440123	0.820508695771167	0.281863969393632	NA	0.999068586141785	"prevalence"	100	6	0.484280641544929	0.997486081121345
"Feature81"	"Metadata_2"	"1"	"Metadata_21"	0.458675063874643	0.774025566444814	0.55345967805836	NA	0.999068586141785	"prevalence"	100	6	0.800601740880256	0.997486081121345
"Feature81"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0994198104086522	0.396059962374683	0.801797009262837	NA	0.999068586141785	"prevalence"	100	6	0.887467955975158	0.997486081121345
"Feature81"	"Metadata_5"	"1"	"Metadata_51"	0.456577425234525	0.798237412280677	0.567334174618059	NA	0.999068586141785	"prevalence"	100	6	0.567334174618059	0.997486081121345
"Feature82"	"Metadata_2"	"1"	"Metadata_21"	0.257451477287891	0.557168452206867	0.644030285608404	NA	0.999068586141785	"prevalence"	100	33	0.606616834183287	0.997486081121345
"Feature82"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.140086704169011	0.267748744016005	0.600833622738714	NA	0.999068586141785	"prevalence"	100	33	0.742251652937656	0.997486081121345
"Feature82"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.271948586969375	0.29167528172878	0.351146574975353	NA	0.999068586141785	"prevalence"	100	33	0.578989232833785	0.997486081121345
"Feature83"	"Metadata_1"	"1"	"Metadata_11"	0.123193072233382	0.467607909154297	0.792200842027122	NA	0.999068586141785	"prevalence"	100	24	0.782864694230956	0.997486081121345
"Feature83"	"Metadata_2"	"1"	"Metadata_21"	-0.191373724623695	0.457465746134199	0.675702536063486	NA	0.999068586141785	"prevalence"	100	24	0.75313497778605	0.997486081121345
"Feature83"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.210527725143635	0.240432756574279	0.381236660706711	NA	0.999068586141785	"prevalence"	100	24	0.617131929946619	0.997486081121345
"Feature83"	"Metadata_5"	"1"	"Metadata_51"	-0.61806313555075	0.469869356097083	0.188377661258493	NA	0.978790387847326	"prevalence"	100	24	0.341269179255766	0.997486081121345
"Feature84"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.27334346227812	0.334375341805804	0.413657065073068	NA	0.999068586141785	"prevalence"	100	15	0.656201962661271	0.997486081121345
"Feature84"	"Metadata_5"	"1"	"Metadata_51"	0.073052501500275	0.598410138755382	0.902837524803358	NA	0.999068586141785	"prevalence"	100	15	0.863579722196766	0.997486081121345
"Feature85"	"Metadata_1"	"1"	"Metadata_11"	0.0558919738651356	0.418865462392676	0.893848119136502	NA	0.999068586141785	"prevalence"	100	36	0.6097585412606	0.997486081121345
"Feature85"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.226984301619132	0.21663063627216	0.294733483411598	NA	0.999068586141785	"prevalence"	100	36	0.502599140579261	0.997486081121345
"Feature85"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.00638345762834295	0.212215372688474	0.976003178978496	NA	0.999068586141785	"prevalence"	100	36	0.586369582187499	0.997486081121345
"Feature86"	"Metadata_2"	"1"	"Metadata_21"	0.147348307776057	0.438933843472426	0.737100170167213	NA	0.999068586141785	"prevalence"	100	28	0.758994379810715	0.997486081121345
"Feature86"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0182980805290108	0.226655883656712	0.935656148153457	NA	0.999068586141785	"prevalence"	100	28	0.979558752082187	0.997486081121345
"Feature86"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.125400213604362	0.228039923205567	0.582384776345064	NA	0.999068586141785	"prevalence"	100	28	0.825597524971638	0.997486081121345
"Feature86"	"Metadata_5"	"1"	"Metadata_51"	0.299902775665803	0.44816071173758	0.50337697573333	NA	0.999068586141785	"prevalence"	100	28	0.725730417949651	0.997486081121345
"Feature87"	"Metadata_1"	"1"	"Metadata_11"	-0.0343156247348173	0.550944454001581	0.950335802120786	NA	0.999068586141785	"prevalence"	100	23	0.950335802120786	0.997486081121345
"Feature87"	"Metadata_2"	"1"	"Metadata_21"	-0.0233188540036843	0.543174871561085	0.965756810663957	NA	0.999068586141785	"prevalence"	100	23	0.965756810663957	0.997486081121345
"Feature87"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.196878357835091	0.2626255402483	0.453462955831027	NA	0.999068586141785	"prevalence"	100	23	0.453462955831027	0.997486081121345
"Feature87"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0630097313739432	0.292295778450858	0.82932419490068	NA	0.999068586141785	"prevalence"	100	23	0.82932419490068	0.997486081121345
"Feature88"	"Metadata_1"	"1"	"Metadata_11"	-0.371619010925348	0.645496852190621	0.564811195988566	NA	0.999068586141785	"prevalence"	100	49	0.810610704863097	0.997486081121345
"Feature88"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.0850560489513356	0.313487252681897	0.786143238701142	NA	0.999068586141785	"prevalence"	100	49	0.405942428528878	0.997486081121345
"Feature89"	"Metadata_1"	"1"	"Metadata_11"	0.588966844429909	0.6117196739919	0.335645322380703	NA	0.999068586141785	"prevalence"	100	12	0.55863286232536	0.997486081121345
"Feature89"	"Metadata_2"	"1"	"Metadata_21"	0.282251057813461	0.587411040737993	0.630871839353827	NA	0.999068586141785	"prevalence"	100	12	0.863744401017973	0.997486081121345
"Feature89"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.0909724427252062	0.300967777487332	0.762448999842583	NA	0.999068586141785	"prevalence"	100	12	0.537312962873567	0.997486081121345
"Feature89"	"Metadata_5"	"1"	"Metadata_51"	-0.185239223671686	0.58963701396218	0.753400990301609	NA	0.999068586141785	"prevalence"	100	12	0.502617743461354	0.997486081121345
"Feature9"	"Metadata_1"	"1"	"Metadata_11"	-0.636144255998102	0.767648037755449	0.407278368503449	NA	0.999068586141785	"prevalence"	100	6	0.407278368503449	0.997486081121345
"Feature9"	"Metadata_2"	"1"	"Metadata_21"	0.597228182741003	0.747521007584054	0.424322295455168	NA	0.999068586141785	"prevalence"	100	6	0.424322295455168	0.997486081121345
"Feature9"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.173151900654233	0.395247496901359	0.66132484918205	NA	0.999068586141785	"prevalence"	100	6	0.66132484918205	0.997486081121345
"Feature9"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0875929407112146	0.374944666771153	0.815283379723325	NA	0.999068586141785	"prevalence"	100	6	0.815283379723325	0.997486081121345
"Feature9"	"Metadata_5"	"1"	"Metadata_51"	-0.667413236723998	0.764526493472391	0.38267619031561	NA	0.999068586141785	"prevalence"	100	6	0.38267619031561	0.997486081121345
"Feature91"	"Metadata_1"	"1"	"Metadata_11"	-0.0779928769349674	0.492767592283715	0.874239968985648	NA	0.999068586141785	"prevalence"	100	79	0.513223472391726	0.997486081121345
"Feature91"	"Metadata_2"	"1"	"Metadata_21"	-0.33010162369442	0.480788495810787	0.492344999033061	NA	0.999068586141785	"prevalence"	100	79	0.742286399993257	0.997486081121345
"Feature91"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.201082384951479	0.244198890467947	0.410259568695887	NA	0.999068586141785	"prevalence"	100	79	0.590738998590231	0.997486081121345
"Feature91"	"Metadata_5"	"1"	"Metadata_51"	0.162672023796979	0.490470446580398	0.740142011626119	NA	0.999068586141785	"prevalence"	100	79	0.85280583923904	0.997486081121345
"Feature93"	"Metadata_1"	"1"	"Metadata_11"	-0.323378599979077	0.408744741773413	0.428856182804262	NA	0.999068586141785	"prevalence"	100	51	0.673794740079081	0.997486081121345
"Feature93"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.277574679965274	0.211968081800395	0.190361082231915	NA	0.978790387847326	"prevalence"	100	51	0.344484822835324	0.997486081121345
"Feature93"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.311134168303249	0.208959375785465	0.136495361352795	NA	0.921695380163341	"prevalence"	100	51	0.25435973903476	0.997486081121345
"Feature93"	"Metadata_5"	"1"	"Metadata_51"	0.195612702647048	0.405421981069368	0.629456760113578	NA	0.999068586141785	"prevalence"	100	51	0.399271571982361	0.997486081121345
"Feature94"	"Metadata_1"	"1"	"Metadata_11"	0.0622960815737446	0.841916301822827	0.94101579578865	NA	0.999068586141785	"prevalence"	100	4	0.94101579578865	0.997486081121345
"Feature94"	"Metadata_2"	"1"	"Metadata_21"	0.00283939374091266	0.829540546432837	0.997268965315902	NA	0.999068586141785	"prevalence"	100	4	0.997268965315902	0.997486081121345
"Feature94"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.0711356369927498	0.454736336657533	0.875691956535907	NA	0.999068586141785	"prevalence"	100	4	0.875691956535907	0.997486081121345
"Feature94"	"Metadata_5"	"1"	"Metadata_51"	-0.748492048536962	0.890011962595333	0.400352977578357	NA	0.999068586141785	"prevalence"	100	4	0.400352977578357	0.997486081121345
"Feature95"	"Metadata_2"	"1"	"Metadata_21"	0.397674355416223	0.429924511211328	0.354972946057113	NA	0.999068586141785	"prevalence"	100	45	0.58394009968176	0.997486081121345
"Feature96"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.342035653597191	0.408450914372668	0.402369336958568	NA	0.999068586141785	"prevalence"	100	5	0.402369336958568	0.997486081121345
"Feature96"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.0844491464415086	0.440868591938179	0.848093347289283	NA	0.999068586141785	"prevalence"	100	5	0.848093347289283	0.997486081121345
"Feature97"	"Metadata_1"	"1"	"Metadata_11"	0.319526220117614	0.485707479559841	0.510629818823402	NA	0.999068586141785	"prevalence"	100	25	0.273535679841828	0.997486081121345
"Feature97"	"Metadata_2"	"1"	"Metadata_21"	-0.101921882852725	0.475753792319252	0.830365820989486	NA	0.999068586141785	"prevalence"	100	25	0.37747207339394	0.997486081121345
"Feature97"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.14748553770372	0.24747795483446	0.551205793610477	NA	0.999068586141785	"prevalence"	100	25	0.798583760311198	0.997486081121345
"Feature97"	"Metadata_5"	"1"	"Metadata_51"	0.235356610521841	0.476875173240677	0.621631620740153	NA	0.999068586141785	"prevalence"	100	25	0.399038075086111	0.997486081121345
