feature	COA_PWY_1_coenzyme_A_biosyn_II	NONMEVIPP_PWY_methylerythritol_phosphate_pwy_I	NONOXIPENT_PWY_pentose_phosphate_pwy	PANTO_PWY_phosphopantothenate_biosyn_I	PEPTIDOGLYCANSYN_PWY_peptidoglycan_biosyn_I	PWY_2942_L_lysine_biosyn_III	PWY_3841_folate_transformations_II	PWY_5097_L_lysine_biosyn_VI	PWY_5667_CDP_diacylglycerol_biosyn_I	PWY_5686_UMP_biosyn	PWY_5695_urate_biosyn_inosine_5_phosphate_deg	PWY_6121_5_aminoimidazole_rnt_biosyn_I	PWY_6122_5_aminoimidazole_rnt_biosyn_II	PWY_6125_SP_of_guanosine_nt_de_novo_biosyn_II	PWY_6126_SP_of_adenosine_nt_de_novo_biosyn_II	PWY_6151_S_adenosyl_L_methionine_cyc_I	PWY_6277_SP_of_5_aminoimidazole_rnt_biosyn	PWY_6317_galactose_deg_I	PWY_6385_peptidoglycan_biosyn_III	PWY_6387_UDP_N_acetylmuramoyl_pentapeptide_biosyn_I	PWY_6527_stachyose_deg	PWY_6609_adenine__adenosine_salvage_III	PWY_6700_queuosine_biosyn	PWY_6703_preQ0_biosyn	PWY_6737_starch_deg_V	PWY_7111_pyruvate_fermentation_to_isobutanol	PWY_7208_SP_of_pyrimidine_nucleobases_salvage	PWY_7219_adenosine_rnt_de_novo_biosyn	PWY_7220_adenosine_dnt_de_novo_biosyn_II	PWY_7221_guanosine_rnt_de_novo_biosyn	PWY_7222_guanosine_dnt_de_novo_biosyn_II	PWY_7228_SP_of_guanosine_nt_de_novo_biosyn_I	PWY_7229_SP_of_adenosine_nt_de_novo_biosyn_I	PWY0_1296_purine_rns_deg	PWY0_1319_CDP_diacylglycerol_biosyn_II	PWY66_422_D_galactose_deg_V	VALSYN_PWY_L_valine_biosyn
CSM5FZ3T_P	0.477005239531762	0.960542931048869	2.41769218245722	0.641131767596209	0.573286209369538	1.32819925748219	2.13172195455215	0.264529175757128	1.05043777860657	0.285411557063286	0.986480563448401	0.129582925077908	0.123896948020882	0.268925030837407	0.228113495555356	0.133557526647608	0.123896948020882	0	0.514735304149506	0.515576638262251	0	0.497821018331682	0.360668373006953	3.05692612108263	0.460482157088462	0.494500032535301	1.651005113119	3.52602347094425	0.144150945956029	3.34812619411332	0.144150945956029	2.71868392440542	0.406250701138217	1.48411239251955	1.05043777860657	0	0.494500032535301
CSM5FZ46_P	0.387386654853163	0	3.4484015015694	0.397862954134433	0.213585575127205	0.262339991805982	0.247533749317896	0.203189521798509	2.67126024909471	0.672121006525253	0.605908145830331	1.81826551217824	2.17584968786976	0.632693682368311	0.562460743227241	0.489752190891341	2.17584968786976	0.463470794224404	0.221278207457582	0.269744313580304	0.748003407287617	2.0342151049249	0	0	6.83646872889025	0.650453511299864	8.83536415133422	1.48515842545287	0.404240929286127	1.62263148821975	0.404240929286127	1.37152822938221	0.803769962309835	19.1699340554412	2.67126024909471	0.593944678216258	0.434293948126801
CSM5FZ4C_P	0.39934332642666	0.565923153054286	3.16908715604784	0.550704401571454	0.388300071894291	1.19347337491122	1.71877886867038	0.584864681766783	1.42832678901939	0.613022967233983	1.12729600356228	0.542362275571551	0.52926330611007	1.37091651282522	1.18617571763168	0.292195690157251	0.52926330611007	0.670199829829451	0.484712573108864	0.370576375830828	0.575298346065877	0.122138260775785	0.090304770014696	0.489859795417392	2.53218037546331	0.856116751631467	4.08710843557507	2.46288911524819	1.10417999954519	1.92906034755813	1.10417999954519	2.71095954518852	1.43248818897638	0.355306019221042	1.42832678901939	0.670199829829451	0.856116751631467
CSM5FZ4G_P	0.986836162694934	1.86050398090915	1.65835735733167	1.06852432056935	0.568917550396484	1.44936725883888	1.41120344253446	1.32412249977897	1.49212058289147	0.32114630211429	0.508462996503938	1.16127030201182	1.14435876660885	0.14521159500879	0.110132601894539	0.381025680994505	1.14435876660885	0.351347836247803	0.559338409462822	0.53158907825087	0.798563267210492	1.72887435003199	0.299437140395253	0.0969032994032994	0.393230026360523	0.911701493736484	2.09749222227952	2.23801901617751	0.0899019180199155	1.80573686448096	0.0899019180199155	3.61277179175349	0.146611473580734	0.92756252652073	1.49212058289147	0.351347836247803	0.911701493736484
CSM5FZ4K_P	0.407909386964749	1.00095193715883	1.74242613927695	0.466670196926182	0.713960594126381	1.1038736903731	0.867876358844845	0.61789177063829	0.379485672130392	0.651996019020237	0.920769887576491	1.36536643590356	1.31416842081023	0	0	0.085920791568966	1.31416842081023	0.772275532952631	0.763832396737737	0.74137570798534	0.906321819546159	0.506442798598044	0.052382404589455	0.828760129483586	1.00445836616254	0.323195538057743	3.10245447437467	1.4063311781747	0	2.63621985437547	0	5.20306983993593	0.409189521420622	1.09544957844189	0.379485672130392	0.772275532952631	0.323195538057743
CSM5LLGB_P	0.484717334801302	1.19647477810857	0.474084730286167	0.621938914863193	0.389857052838765	0.881932985901227	0.787684041588166	0.815048529102437	0.842347501333808	0.91815695051334	0.890842427391882	0.615188458422111	0.599465391993459	0.965399257867091	0.809825710070085	0.408088272671818	0.599465391993459	0.490745373853305	0.293362978450846	0.328431379051889	0.773823468759338	2.08172890299519	0	0.268217561474679	1.58328734766711	0.574886170608397	1.28176563454879	1.9232842126739	0.666280043894706	1.60609932497589	0.666280043894706	2.22236555672015	0.970810623062948	2.65162845005341	0.842347501333808	0.524458771646955	0.432013951010644
CSM5MCTZ_P	0.567245223037185	1.04071752256685	0.995061779691387	0.69069785069978	0.660927806996596	1.25536081111925	1.21509272400041	1.14208719792314	1.10463155617488	0.683285112860068	1.21385606933548	0.96801225255807	0.968596504436186	0.832415867644294	0.674083203429462	0.781793261390055	0.968596504436186	0.285411827373347	0.727415049274431	0.6202057007867	0.362085383596802	0.66783309877905	0.290271639270994	0.339991354945968	0.62050243620655	1.11596089474523	1.32511630328589	2.14878070323353	0.556298443058106	2.13586533142154	0.556298443058106	3.69640079091411	0.884932023549863	0.712232399521488	1.10463155617488	0.285411827373347	1.11596089474523
CSM5MCU4_P	0.371437258326057	0.45582969801864	3.76420625275444	0.218431998176742	0.264642991476648	0.240132953785735	0.554094458718991	0.34587534012682	1.84866198908155	0.693373920539384	0.171859086656495	1.03868248466208	1.37862056897616	0.397280469349807	0.357059092595327	0.42910855023068	1.37862056897616	3.22040069845	0.380165461978407	0.334215034101537	4.93687768338358	8.58318329237753	0.155828056958136	0.0682646322022318	3.47161077268223	0.543555760936537	1.92641452286746	1.04884137187241	0.252191042855994	0.881365105136654	0.252191042855994	0.854027426997015	0.459428681465348	2.41962460872318	1.84866198908155	3.22040069845	0.543555760936537
CSM5MCU8_P	1.45163867914594	1.69712125657594	1.23168003472379	0.787855250841449	0.779241697583929	1.12261976525655	1.91508820661328	0.626032822639113	1.56285823754789	0.510878603353631	1.94198415692192	1.15220904301736	1.20894335643787	0.182099707902667	0.151196927492192	0.871629482481619	1.20894335643787	0.921641585941827	0.807857423708685	0.837153911181592	1.22030390794701	2.56100867823409	0.24157516653913	0.229256287017101	0.545327613228007	0.839117589336389	1.08883362393133	2.04705793361965	0.109615269208278	1.98097570932843	0.109615269208278	2.45219308533096	0.221031536129095	0.288665125723115	1.56285823754789	0.885481453195267	0.839117589336389
CSM5MCUC_P	0.355210812441901	1.37322923463125	2.48248623571603	0.606485824043742	0.4529764342683	0.458807732339645	0.626595507123398	0.344980367363237	1.15189378152404	0.640476827363643	0.820249055238402	1.08757744159276	1.15135932298311	1.05621864652333	0.999461595320442	0	1.15135932298311	0	0.488383598555542	0.470592192601629	0	3.16099532018934	0.263706043773219	0.390084138669161	1.25016440485443	0.336786858820595	1.12905840569143	1.4668914644408	0.956041811971716	0.995579873623177	0.956041811971716	1.38804296845248	1.09492664629328	0.982970961064779	1.15189378152404	0	0.336786858820595
