feature	COA_PWY_1_coenzyme_A_biosyn_II	NONMEVIPP_PWY_methylerythritol_phosphate_pwy_I	NONOXIPENT_PWY_pentose_phosphate_pwy	PANTO_PWY_phosphopantothenate_biosyn_I	PEPTIDOGLYCANSYN_PWY_peptidoglycan_biosyn_I	PWY_2942_L_lysine_biosyn_III	PWY_3841_folate_transformations_II	PWY_5097_L_lysine_biosyn_VI	PWY_5667_CDP_diacylglycerol_biosyn_I	PWY_5686_UMP_biosyn	PWY_5695_urate_biosyn_inosine_5_phosphate_deg	PWY_6121_5_aminoimidazole_rnt_biosyn_I	PWY_6122_5_aminoimidazole_rnt_biosyn_II	PWY_6125_SP_of_guanosine_nt_de_novo_biosyn_II	PWY_6126_SP_of_adenosine_nt_de_novo_biosyn_II	PWY_6151_S_adenosyl_L_methionine_cyc_I	PWY_6277_SP_of_5_aminoimidazole_rnt_biosyn	PWY_6317_galactose_deg_I	PWY_6385_peptidoglycan_biosyn_III	PWY_6387_UDP_N_acetylmuramoyl_pentapeptide_biosyn_I	PWY_6527_stachyose_deg	PWY_6609_adenine__adenosine_salvage_III	PWY_6700_queuosine_biosyn	PWY_6703_preQ0_biosyn	PWY_6737_starch_deg_V	PWY_7111_pyruvate_fermentation_to_isobutanol	PWY_7208_SP_of_pyrimidine_nucleobases_salvage	PWY_7219_adenosine_rnt_de_novo_biosyn	PWY_7220_adenosine_dnt_de_novo_biosyn_II	PWY_7221_guanosine_rnt_de_novo_biosyn	PWY_7222_guanosine_dnt_de_novo_biosyn_II	PWY_7228_SP_of_guanosine_nt_de_novo_biosyn_I	PWY_7229_SP_of_adenosine_nt_de_novo_biosyn_I	PWY0_1296_purine_rns_deg	PWY0_1319_CDP_diacylglycerol_biosyn_II	PWY66_422_D_galactose_deg_V	VALSYN_PWY_L_valine_biosyn
CSM5FZ3T_P	-1.06792298168598	-0.0580779989276659	1.27363057415215	-0.64130719994473	-0.802672520043189	0.409471597149647	1.09201927630155	-1.91850124438616	0.0709907082705554	-1.80888434038093	-0.0196374689692908	-2.94805246561806	-3.01278744517615	-1.89472405115168	-2.13217629359094	-2.90446681340178	-3.01278744517615	NA	-0.958097358826885	-0.955741200906143	NA	-1.0063009517465	-1.47125517607719	1.61208168600452	-1.11878283950172	-1.01595747898181	0.723344588246329	1.81804207797692	-2.79434779068309	1.74335390548397	-2.79434779068309	1.44290843264283	-1.29955779194443	0.569600352060233	0.0709907082705554	NA	-1.01595747898181
CSM5FZ46_P	-1.36815383972984	NA	1.78592775893998	-1.32965652200472	-2.22711387948724	-1.930490342251	-2.01430285594093	-2.29910208863899	1.41752053822987	-0.573207100279242	-0.722828993597098	0.862562884424111	1.12157889571735	-0.660420904695125	-0.830175687495936	-1.02987614852824	1.12157889571735	-1.10944966510919	-2.17606672030065	-1.89033554798581	-0.418883253028792	1.02447224281396	NA	NA	2.77325131592316	-0.62048214542137	3.14328959697242	0.570616835015449	-1.30671269328673	0.698335390222198	-1.30671269328673	0.455784316659823	-0.315145431444886	4.2607734690321	1.41752053822987	-0.751599534534601	-1.2032562458678
CSM5FZ4C_P	-1.32429849040965	-0.821321932703822	1.66406733717958	-0.8606499554381	-1.36475612052398	0.255166381826468	0.781383945284846	-0.773825223227747	0.5143260934853	-0.705986968615909	0.17286638578553	-0.88267126069515	-0.917942459671599	0.455140715391036	0.24631774359209	-1.7749931961252	-0.917942459671599	-0.577336774659868	-1.04479858938626	-1.43215718210843	-0.79761777228556	-3.03341288813389	-3.46905399503876	-1.02955920565921	1.34038017629777	-0.224120539482856	2.03108052018537	1.30035167595597	0.142975374365755	0.947898276492777	0.142975374365755	1.43880358444402	0.518523243850973	-1.49286596538853	0.5143260934853	-0.577336774659868	-0.224120539482856
CSM5FZ4G_P	-0.0191175105984188	0.895693477392869	0.729754924866111	0.0956197454010717	-0.813708507826518	0.535423209367466	0.496925985368428	0.405036597710379	0.577364128964497	-1.6386974104686	-0.975785309403918	0.215703818873369	0.194539420703974	-2.78377143911704	-3.18268649038831	-1.39203985676242	0.194539420703974	-1.50902808103936	-0.838206692082378	-0.911616630821001	-0.324521383337229	0.789833021569639	-1.73967491911262	-3.36731040182538	-1.34655460732	-0.133366555584981	1.06866546101095	1.16222229477205	-3.47550429440983	0.852587675782856	-3.47550429440983	1.85310612681472	-2.76993008397833	-0.108483558532985	0.577364128964497	-1.50902808103936	-0.133366555584981
CSM5FZ4K_P	-1.29367938753219	0.00137270175899201	0.801097502144024	-1.09952475983242	-0.486083645601212	0.142575102643729	-0.204438569714041	-0.694573935782731	-1.3978826786449	-0.617064939261219	-0.119087441862949	0.449288192401164	0.394150179995986	NA	NA	-3.54084890516461	0.394150179995986	-0.372812429901794	-0.388671984010873	-0.431723250492685	-0.141904677040538	-0.981528765326309	-4.25477390233407	-0.270973496278814	0.00641776698246474	-1.62952081408231	1.63341004030703	0.491936375952686	NA	1.39847069264896	NA	2.37936307249873	-1.28915889405648	0.131523081219119	-1.3978826786449	-0.372812429901794	-1.62952081408231
CSM5LLGB_P	-1.04478441678851	0.258789984940585	-1.07678316859207	-0.685155205128927	-1.35898286056522	-0.181259058810971	-0.344311047748859	-0.295042132953393	-0.24751257059107	-0.123187304676446	-0.166757825120159	-0.700899657799227	-0.73825162772095	-0.0508023771496774	-0.304316648956448	-1.29304684276062	-0.73825162772095	-1.02695342709475	-1.76924127628019	-1.60633612294868	-0.369923610937875	1.05778220323394	NA	-1.89852439447204	0.662923111087025	-0.798651769014462	0.358132495354431	0.943571972203296	-0.585799411554914	0.683561115283119	-0.585799411554914	1.15209614503035	-0.0427381996694507	1.40687863713282	-0.24751257059107	-0.931098729669789	-1.21085019284842
CSM5MCTZ_P	-0.817955540358779	0.0575785373271958	-0.007141994871797	-0.533873360581366	-0.597435399820157	0.328102077801055	0.281066410416516	0.191672804123502	0.143565246795311	-0.549440400588969	0.279597366926227	-0.0469027864444201	-0.0460322984744405	-0.264623628668577	-0.569001417773179	-0.355140945411153	-0.0460322984744405	-1.80888297402141	-0.459149321294825	-0.689181307958269	-1.46559815457704	-0.582440497651264	-1.78452447325642	-1.55643003186305	-0.688491220234859	0.158286473452413	0.406118988211873	1.10351825405414	-0.846069027037149	1.09482068643785	-0.846069027037149	1.88612119282424	-0.176361456701932	-0.489580029355161	0.143565246795311	-1.80888297402141	0.158286473452413
CSM5MCU4_P	-1.42880955773403	-1.13343317338097	1.91234568005203	-2.19474388226752	-1.91788064720881	-2.05809469464697	-0.851796155600061	-1.53167593733429	0.886481465275387	-0.528294520556118	-2.54070196195693	0.0547547035093979	0.463225445554493	-1.33177022384938	-1.48576523760982	-1.22058544699961	0.463225445554493	1.68724020688059	-1.39530062575159	-1.58115146281714	2.30359890115315	3.1015128072114	-2.68197307977961	-3.87271787571232	1.79560520590483	-0.879500052458736	0.945918173450849	0.0687964993469438	-1.9874110589386	-0.182188316087838	-1.9874110589386	-0.227645692304829	-1.12208717000393	1.27478323876331	0.886481465275387	1.68724020688059	-0.879500052458736
CSM5MCU8_P	0.537682403283288	0.763089646796415	0.300627522046801	-0.3439975008347	-0.359857216122124	0.166869365255696	0.937410842444174	-0.67568979584879	0.644186921484043	-0.968947580919225	0.95753143102311	0.204402485846893	0.273746650459173	-2.45719948672808	-2.72549927237081	-0.198213099086748	0.273746650459173	-0.117722279931713	-0.307827396289654	-0.256435207493523	0.287240485400885	1.35671214166013	-2.04945593886784	-2.12496679673105	-0.874804885224259	-0.253055098685535	0.122783524057759	1.0335519325338	-3.18947931778688	0.98621119004756	-3.18947931778688	1.29407258110134	-2.17767587110229	-1.79253127198753	0.644186921484043	-0.175466005486044	-0.253055098685535
CSM5MCUC_P	-1.49325259760561	0.457572476221217	1.31178571867237	-0.721454170598145	-1.14249209770328	-1.12403838942278	-0.674393669694884	-1.53541383361578	0.204007689060064	-0.642781720498928	-0.285866067836636	0.121118132569675	0.203338148488167	0.0789085161388061	-0.000776962940205045	NA	0.203338148488167	NA	-1.0339133439476	-1.08745070927702	NA	1.66037889935357	-1.92299745875606	-1.35814275719796	0.322117831264747	-1.57009224830085	0.175120118016978	0.552762129698622	-0.0648543798140255	-0.00639102941124862	-0.0648543798140255	0.473052228877125	0.130834220900667	-0.0247792977992795	0.204007689060064	NA	-1.57009224830085
CSM5MCUE_P	-0.916984401186007	0.391000790437434	1.33401406026476	-0.253132378212997	-1.36878688095868	-0.960716401417743	-1.20631656355466	-2.07318380759009	-0.193196009441586	-1.11173251972541	-0.351014828554786	-0.568057379076822	-0.587477003988951	NA	NA	-1.31630803373635	-0.587477003988951	4.42677131939921	-2.27115518265836	-1.50239805217937	2.0044473866932	-0.960877362798625	-1.17257923047407	-3.43456109923197	2.68274959908322	-0.749568632440048	0.255519564434273	1.4646719429034	NA	0.452096145845347	NA	-0.00309378356968961	-0.610618460721176	-4.85398590128071	-0.193196009441586	4.42677131939921	-0.749568632440048
CSM5MCUG_P	-0.602865151189977	-0.347148906165603	0.00117471391540375	-0.244095862434696	-0.984930501887877	0.167318371991049	0.130390190689164	-0.264164559611952	-0.756050933710174	-0.490683319129982	-0.302983302195939	-0.608822828951041	-0.621234153224919	0.0354681072403168	-0.132488525042949	-0.925368421516694	-0.621234153224919	-0.810110731842474	-1.01235551033101	-1.01791338780628	-0.503293327417441	-0.604559046967759	-1.12395507273725	-1.40381956623175	-0.127026477464223	0.605833528686358	0.701924994330508	0.951373046900514	-0.420250586556084	0.675949413987299	-0.420250586556084	1.13723471895244	0.197778262841272	-1.07328558871463	-0.756050933710174	-0.701979099963604	0.605833528686358
CSM5MCUK_P	-2.49811298887534	1.02278437025996	1.63075973016871	-2.22765400180469	-1.27791355152443	-0.259391439812714	1.36649998962445	-2.05981157197469	-2.03256275882885	-0.374731976361951	-2.12560578956058	0.496324141716159	0.452096551428388	-2.15234464554941	-2.46976175815524	-2.21829058013899	0.452096551428388	-1.66868796214774	-1.09688398664876	-1.30680967660019	0.795983813092535	-0.593031125647826	-0.539059273025662	-3.10774931708874	-1.23956297548926	-2.45367343144581	1.07050513757561	2.52100716166269	-2.95748273839944	1.71542123004122	-2.95748273839944	1.5576294877061	-0.253939034872754	-0.571813016270368	-2.03256275882885	0.254740339417476	-0.877794303977505
CSM5MCUQ_P	-0.231319892591499	0.496832216923492	0.130088197787674	-0.067363877424662	-0.292948281715721	-0.046383954611179	0.712313969651617	0.0130881351807599	0.270796540210006	-0.03984366013277	0.549358610672628	0.291967706107239	0.246917516270369	-0.663689354677614	-0.968198433687322	-2.51214501125991	0.246917516270369	0.263358927923858	-0.101158506660391	-0.270075201466003	0.207150256744069	0.190890727652191	-3.0761364682173	-4.64164667198603	0.470084251031298	-0.36344593374752	0.735196717858257	1.00105004372186	-1.27586835544445	0.73637620315662	-1.27586835544445	1.24976358723584	-0.64469694687791	-0.324097669987378	0.270796540210006	1.13649025987139	-0.36344593374752
CSM5MCUW_P	0.932263220004876	1.15416523400853	-0.101917101795951	0.565577142553373	-0.157131682796236	0.804133971575765	1.36147921635206	0.1628263939499	0.919510421296078	0.864005639101308	0.984061362003291	-0.0722712947069561	-0.158293684740943	0.308044225405395	0.159777904500428	-0.474210729490687	-0.158293684740943	-4.04752880590989	-0.403402532951392	0.0742384736923899	-2.8243221598422	2.33673954068552	-0.298096251333282	-1.5700880568427	-1.96661059166358	-0.930209485676236	2.00981682636522	2.40743511431222	-0.178828826843509	1.01724719392622	-0.178828826843509	1.53960386089701	0.522431668904844	-1.06613335615712	0.919510421296078	-3.97890692672124	-1.31823055575106
CSM5MCUY_P	0.697577169004072	1.40027527872408	0.0166449184276103	0.475600165391135	0.496207627810817	0.866852886534618	2.12465473545125	0.36219161911818	-0.90141462000793	0.318074480293425	1.86036318960871	2.09637329453979	2.06385698179688	0.20315792840812	-0.0943773160558257	-3.83248539065682	2.06385698179688	-1.41124122686875	0.124069408691859	0.537442893172744	0.00476435502421598	1.44471807596422	0.184122295423616	0.730789964468012	-0.6388735213079	0.33372612065397	0.49332111993647	1.81020049030916	-0.464395321837117	2.12180364218808	-0.464395321837117	2.22002586797549	0.328719655362775	-0.612323532338554	-0.90141462000793	-1.40277581161206	0.33372612065397
CSM5MCVV_P	-0.566239207976613	-0.24968356310966	2.19924198853892	-0.567651390326942	-1.19305548870284	-0.148583344590636	-0.53187191621057	-1.00551138016301	0.258807893387337	-0.300922791740378	-0.386173480464296	-0.139034923801557	0.0844290051700052	-0.782114857604055	-0.907490184850523	-0.860100942940939	0.0844290051700052	1.02535531115658	-1.10501482181898	-1.08472853137349	1.24242930892326	0.5078393470452	-1.70379895933595	-1.70950421909886	0.69353001033341	-0.250172545234569	0.968582182473916	0.879437763629039	-1.3754914687695	0.90946614555451	-1.3754914687695	0.396880959131818	-0.457853501254656	1.31674171471345	0.258807893387337	1.02535531115658	-0.250172545234569
CSM5MCWI_P	NA	NA	3.82000333587026	NA	NA	0.206400769128756	NA	NA	2.406216257229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.86012680549405	NA	NA	2.47511191283939	NA	NA	NA	NA	NA	NA	2.406216257229	NA	1.16514700002512
CSM5MCWM_P	-1.63540901639569	-0.406598963147073	1.25223778515299	-1.67438788168086	-0.81221481192197	-0.202769368228367	-0.194582183085015	-1.42395210547977	-0.574197287096946	-0.444840033105681	0.354609670271625	0.162886648950304	0.269177230290744	-0.749373002294045	-0.981501668316472	-2.41050484789389	0.269177230290744	-1.3537780099025	-0.709912398692566	-0.668299954400253	-1.58921136173852	-0.46680842282255	-2.4714263742212	-1.3532270826995	-0.366586818547102	-1.25543349700082	0.984870544889098	0.899505527047618	-1.38280813837312	0.842754746306719	-1.38280813837312	1.26699318984806	-0.510545491334194	0.845795906274085	-0.574197287096946	-1.3537780099025	-0.918530321446499
CSM6J2H9_P	0.527900083220238	0.53940185937241	-0.343132289072988	0.377667487087294	0.149408694426573	0.413973712903193	1.53353025464933	0.305251880172817	0.786191704319596	-0.553396567495343	0.774110890975906	0.27659955256676	0.188110528811617	-0.99425268540057	-1.31128006155477	-0.142060750700653	0.188110528811617	NA	-0.935037096405845	0.288213887640556	NA	0.903885326770145	-0.88930124053678	-1.27983571471428	-1.26145929333557	-0.905622916383582	1.13666093794674	1.16930223895508	-1.60156125755662	1.02513564377655	-1.60156125755662	1.06790842679315	-0.953928961368329	-0.326018894782141	0.786191704319596	NA	-0.905622916383582
ESM5GEYU_P	-3.56784694750836	-0.429637410864353	-0.171291119130928	-0.561779255157037	-0.652503720813608	0.216026126031172	0.245183848830912	-0.376649078680632	-0.636717773631866	-0.371862234060813	-0.263077611910333	0.102136260200393	0.294208585503459	0.0839824691374097	-0.0336608078479106	-0.992866346592286	0.294208585503459	-0.579002553462972	-0.806665751053697	-0.648623681800485	-0.464519555870697	-1.12984004399595	-0.234028812552402	-2.26155501977402	0.284323370320079	-0.184300893141919	0.978628036373711	1.1230127283174	-0.400223269684614	1.02460451707536	-0.400223269684614	0.811087321493488	0.246730046491286	0.306828086639188	-0.636717773631866	-0.357928883928701	-0.184300893141919
ESM5GEZ3_P	-0.430049827621297	-0.836088041280161	0.844100356881429	-0.103263399294783	-1.11299183850289	-0.254352406672275	-0.666251832564813	-0.519621171428729	0.113292377057888	-0.226893593413456	-0.617043879527099	0.137918437424372	0.380454972196422	-0.478848153185721	-0.720060271836376	-0.214176301630019	0.380454972196422	-2.81354263112924	-1.10443875452199	-0.586572325164629	-3.00925598809584	-0.375961828494991	-0.96428595938669	-2.177341602299	0.167389588692587	-0.15658284392095	0.969896438237524	0.927987778363546	-1.05629261443955	0.467115489819788	-1.05629261443955	0.742397191726079	-0.45620648141289	-0.444768112514563	0.113292377057888	0.252498516163818	-0.15658284392095
ESM5ME9D_P	-0.903651093369544	-0.778993407127007	0.797393296163275	-0.788272248606205	-0.970500090447306	-0.577419693114599	-0.68911392525818	-0.746419223871384	-0.243591567887827	-0.549100337642143	-0.754473698138403	-0.0474041673197017	0.0631854553508964	-2.71122910970028	-2.96882577735876	-1.3256894077055	0.0631854553508964	0.471920622455414	-0.749090466275511	-0.8813003893882	-0.50435769887568	-0.403030637815829	-2.05822684263655	-2.01021804211887	1.36435084308253	0.73396678250096	1.14788829996445	0.607559422026941	-3.57198879365743	0.0463236648779771	-3.57198879365743	0.370109011075625	-2.02440877961683	-0.160513513130138	-0.243591567887827	0.965291475109008	0.73396678250096
ESM5ME9G_P	-1.779297691725	-2.11393675292882	0.690914411379008	-2.53513206272918	-1.65747188421239	-1.6303908165735	-1.97922173114862	-1.89294814549518	-1.27807889959426	-0.833067408025144	-4.40409510721351	-0.182592127718278	-0.228875925052869	-0.440214505650579	-0.400585166013596	-0.864304034444734	-0.228875925052869	-0.734933197409794	-1.60416283835428	-1.53256468710984	-2.84421495753806	NA	-1.81913697572937	-3.34105676421361	0.298026588004053	-1.54854922520824	0.875896248748956	0.756237148484623	-0.77539554227145	0.0909451810723791	-0.77539554227145	0.236994903465046	-0.0660324336816177	1.37856516830671	-1.27807889959426	0.241903734971822	-1.54854922520824
