feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	GGB1680_SGB2312	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143
HSM7CZ16	-4.1633397967392	-3.73968052034238	-8.18969017774894	-1.36624597849581	-8.29415656287685	NA	-10.4647040864608	NA	-4.47833047179535	-6.82230149382758	-8.23176514828184	-7.95515202574951	-12.0577839146045	NA	NA	NA	-4.14734677762216	-11.2164816606235	-9.0851231676905	-8.22863379117146	-11.087518212855	NA	-7.35556312096272	NA	-13.0025014791033	-15.1724264805456	-9.97312313973736	NA	-15.3573441964634	-9.56126297723196	-12.8386153941423	NA	NA	-10.3084731300184	NA	-12.4107252927914	NA	NA	-10.3452569141647	-6.6213326223175	NA	NA	-11.8690577151539	NA	NA	-11.967965652356	-8.62419847345399	-2.50714900921634	-8.83606254544111	NA	NA	NA	-8.04097562691792	-7.69012648967484	-8.6111600722678	-9.82243446724036	NA	-7.24817207515913	-4.75103785443088	-11.3912640047054	NA	NA	-6.89687954877728	NA	NA	-11.0317216180183	NA	NA	NA	-5.67081374064195	NA	NA	-10.2303529910264	NA	-12.6436859757893	-15.2851944107076	NA	NA	-16.2851944107076	-8.48645261895465	-8.09834539381228	NA	NA	-9.71830502298644	-9.62153507132976	-11.5126049068106	NA	NA	NA	NA	NA	-9.32345063324627	NA	NA	NA	NA	NA	-10.6247781251315	-9.44266520126707	-7.83888437802319	-10.5462508658365	NA	NA	NA	NA	NA	NA	NA	-8.50799924665662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0394291640826	NA	-5.15898311133876	NA	NA	NA	NA	NA	NA	-7.59074450471667	-10.0897571813314	NA	NA	NA	-12.6166841187394	NA	NA	-9.0534854078221	NA	NA	NA	-7.53574735183	NA
HSM7CZ18	-2.80748055223841	-2.31561508094533	-7.19785947595196	-3.15951787572459	-7.29484259396876	NA	-9.1699066326424	NA	-4.7084264222579	-4.54540728602228	-5.99513794838731	-7.54741884765199	-9.31020140771152	-8.21059985466651	NA	NA	-3.29839436281009	-8.1491647244722	-6.0077134234653	-5.86278607756188	NA	NA	-5.05542986137468	NA	-8.70551128212838	-13.7386418751169	-7.78801931570597	NA	-8.26669096322579	-7.2459378822477	-8.90493081193755	NA	NA	-10.7554969184906	NA	NA	-13.2611402888914	-10.5578818885624	-11.9688576557525	-6.53691550087906	-8.17246432478333	-9.92931242671729	-7.10885544658479	-9.25923120426597	NA	-8.96434071212364	-7.93295981947236	-6.00767335917557	NA	NA	NA	NA	-7.1266269518701	-9.71372287655908	-7.38873930215144	-8.53923010917417	NA	-8.96862367358564	-10.8679498282397	-10.4693703564161	NA	NA	-6.88288217643508	-12.1241926098953	NA	NA	NA	NA	NA	-6.00097824290101	NA	NA	-6.31928446046264	NA	-5.79299950886108	-9.67706955960452	NA	NA	-11.1772778863475	-7.54689477122524	-9.40865045411326	NA	NA	-12.1082968869611	-5.85867918288359	-10.6347506519467	NA	-11.4073814069349	NA	NA	NA	-8.80407249090675	-6.53512423014659	NA	NA	NA	NA	-11.1048643489609	NA	-10.0637986312192	-8.05880890394571	-12.9089659071359	NA	NA	-10.3708502455479	NA	NA	NA	-13.2535190612321	NA	NA	NA	NA	NA	NA	NA	-12.1990712772097	NA	NA	-9.22510641143808	NA	NA	NA	-8.34071173125715	NA	-4.7438504141265	NA	-8.74503964631501	NA	NA	-13.0391845846889	NA	-11.6869155998729	NA	NA	NA	-10.205122628484	-13.4607887545715	NA	NA	-7.32927597294685	-6.76877785626659	NA	NA	-7.48011405651953	NA
HSM7CZ1A	-2.35696068027482	-3.7521226555943	-6.78505498735505	-3.63275265940155	-7.2988010490481	NA	-6.59427353011644	-8.43019254477725	-3.42883364293471	-4.86115256963376	-4.05663433242269	-6.39570823200114	-8.00318027128168	NA	-13.2309053786817	NA	-3.94286623622654	-9.51145001500835	-5.66934044584555	-5.06841615304366	-11.0525346871156	NA	-6.43264599855959	NA	-9.01497442963105	-9.41066277254196	-9.20940085183092	NA	NA	-5.58019006430313	-7.94631478186559	NA	NA	-9.77304375570952	NA	NA	-12.1552516079112	-10.2457246237694	-10.1545693212866	-7.95794888474118	NA	NA	-7.04900377309968	-8.62564929764942	NA	-7.50907695890563	-8.18812489037712	-3.52982441011277	NA	NA	NA	NA	-7.12892054610613	-11.6550815002084	-6.90105204284959	-6.71903844720175	NA	-6.58541036697779	NA	-9.25858840145846	NA	NA	-6.39556966938715	-15.1403153376064	NA	NA	NA	NA	NA	-8.54157276783822	NA	NA	-5.7562470927659	NA	NA	NA	NA	NA	-15.5789594498376	-10.274159358364	-9.62559020349901	NA	-11.6071533304357	-10.0050239712654	-7.38943588091808	-11.4829065561721	NA	-9.37943656835697	NA	NA	NA	-11.2316247479516	-14.9866921484932	NA	NA	-8.14035755191309	NA	-7.22368662007849	-9.98988344866822	-9.91315462745333	-10.6017957742762	NA	NA	-16.4196515557693	-10.5867615416045	NA	NA	NA	NA	NA	NA	NA	NA	-17.5285859273225	NA	NA	-10.2330645634812	NA	NA	-10.4675721863944	NA	NA	NA	NA	NA	-6.39907561288869	NA	-9.82149752052675	NA	NA	NA	NA	-10.7091581729642	NA	NA	NA	-9.00179904088332	-12.3625951934965	NA	NA	-7.39773780913146	-5.99889701345355	NA	NA	-6.2666984203378	NA
HSM7CZ1C	-3.37719800755973	-3.61778292625287	-3.30037412265835	-11.7384417231298	-8.25745324772737	NA	-8.19385666210997	NA	-5.85952838380465	-2.95777386319624	-3.44189164102651	-4.99682473964339	-9.37849767538131	-9.65596241504558	-4.78659217028803	NA	-10.4539103575214	-6.33064219127991	-5.15727821358484	NA	-13.6691404782218	NA	-8.25656890471238	NA	-17.5026189872109	NA	-12.8387713222483	-8.11375065769559	-6.7824741723248	-4.4189270824981	-6.3171816872461	NA	NA	-12.6916737811576	-10.6348374286411	NA	-15.2423832147294	-9.25050367680347	-9.06964016394961	-12.1508066123772	-9.75193147357631	-17.2009632873497	-5.46154884989325	-6.35834609938828	-6.76203416131078	-9.05678605510473	-8.03852445385777	NA	NA	NA	NA	NA	-9.13853524516067	-11.7365909274418	-6.19956837138898	-14.3975022813963	NA	-9.23561459901938	-9.32711295350488	-8.84864913822262	NA	NA	-10.4592419246731	-12.4181195739947	NA	NA	NA	-14.4491034778835	NA	-8.55629070877184	NA	-8.72202199907547	-9.2002191643335	NA	NA	NA	NA	NA	-10.2223877238514	-12.5205540011452	NA	NA	-11.2832253095039	-10.8371178033958	-10.880737487693	NA	-4.62379724813587	-7.54076552527717	NA	NA	NA	-13.7639768152369	NA	NA	-5.58516017030113	-10.056016515126	NA	-8.03307181636876	NA	-10.7151719438069	-9.98289131751581	-10.6691404782218	NA	NA	-9.88756682608314	NA	-5.14620540542562	NA	NA	NA	NA	NA	NA	NA	NA	-5.32070112580952	NA	NA	-11.0242491202444	-13.1640121511765	NA	NA	NA	-5.10753326504673	NA	NA	NA	-8.55004702870197	-11.0845702807093	NA	-11.4450679646483	NA	-7.54974232338273	NA	NA	NA	NA	-13.5258717183376	NA	NA	-4.81629660917248	NA	NA	NA	-13.1167064363982	NA
HSM7CZ1E	-4.37890391262654	-5.00790482601553	-9.13332186097926	-0.725169889229076	-8.73559368097308	NA	-9.23611142943284	-11.9392149212401	-7.61045604562586	-8.43698200026095	-8.26053054056554	-8.74462679548127	-9.26270645113094	NA	NA	NA	-4.89526855501942	-12.3431206046922	-7.67670739322126	-10.0783956504757	NA	NA	-6.85136775120867	NA	-9.92817708287756	NA	NA	NA	NA	-8.5316902702045	-13.3333802220518	NA	NA	-13.058200386356	NA	NA	NA	-16.856942178109	NA	-7.86366678728624	NA	NA	-13.872049070499	-15.612634980344	NA	-8.42062722591045	-10.2651972312012	-2.33880936945914	-10.5588250444925	NA	NA	NA	-11.1909295746819	-13.2282796619834	-8.72907065013966	-8.73325184314347	NA	-10.0904921462515	-8.60073348958145	-13.2676923189846	NA	NA	-8.78918772349001	NA	NA	-13.9989611829813	NA	-13.4386879661465	NA	-10.3463192777593	NA	NA	-9.37648854415345	NA	NA	NA	NA	NA	NA	-11.7965035718551	-11.7291320505628	NA	-17.9273315060006	-11.1664452632153	-10.2771772923251	-13.1316164994985	NA	NA	NA	NA	NA	NA	-11.9301520250626	NA	NA	NA	NA	-13.2820333420516	-10.3014400548676	-14.4548437345375	NA	NA	NA	NA	NA	NA	NA	NA	-10.0868682721307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.03164263005697	NA	-11.6737203540531	NA	NA	NA	NA	-12.1664452632153	-14.8961127753896	NA	NA	-14.0132454089875	NA	NA	NA	-10.1512275179271	-6.81885605464135	NA	NA	-11.1400818975323	NA
HSM7CZ1G	-3.70265497590602	-3.50745254284911	-7.03364422431481	-1.03269493308378	-8.10623593033206	NA	-9.75218577364068	-13.2832035346168	-4.70144096558307	-6.28606793949633	-7.462931963268	-8.81071576315399	-10.496498841955	NA	NA	NA	-4.46560678480924	-9.74586239869767	-7.47304816837817	-6.9310766096952	NA	NA	-5.97223999545124	NA	-9.23577725868501	NA	-9.22147209882527	NA	-6.38343182263259	-7.13400399140929	-10.4094821208069	NA	NA	-9.45612168037103	NA	NA	NA	-9.09045334185603	-16.2787254294976	-9.01209374256131	NA	-6.81795646944164	-9.8581561707754	-10.2055354739195	NA	-8.54827634561502	-8.75296197256949	-3.69512587964939	NA	NA	NA	NA	-9.27277616316639	-8.90382965710431	-8.48044778513548	-7.50808201142476	NA	-8.34618121291327	-12.652624233983	-11.5238379273341	NA	NA	-7.6341242383942	NA	NA	-17.0890642099943	NA	-10.8594094168721	NA	-9.96681764833233	NA	NA	-8.23957978311523	NA	NA	-9.56096404622853	NA	NA	-11.1470597612416	-10.9520359605165	-10.2824562178215	NA	NA	-11.4360374343277	-9.28170928793641	-13.2891960459984	NA	-9.5709670144138	NA	NA	NA	-11.5723364450253	-8.17504746331735	NA	NA	NA	NA	-11.9502544887435	-11.4739277223622	-11.6215767925654	-11.4393654520455	NA	NA	NA	NA	NA	NA	NA	-12.7007348893841	NA	NA	NA	NA	NA	NA	NA	-11.7660910625141	NA	NA	-9.93784540308139	NA	NA	NA	NA	NA	-7.43479140427394	NA	-13.6163880848472	NA	NA	-8.73170345546448	NA	NA	NA	NA	NA	-14.7178084027431	NA	NA	NA	-7.72071591618635	-5.46747680654355	NA	NA	-8.61621152559913	NA
HSM7CZ24	-1.95294834589211	-5.26859607824468	-4.33897856476314	NA	-1.87759078971735	NA	-5.18952184671571	NA	-5.16030836286939	-3.92502871660847	-6.13822259772867	-5.91691247220546	-5.22452212304801	NA	-9.30825177390392	NA	NA	-5.50447759071027	-5.14096489894683	-5.72785952253437	-11.1249189896825	-13.9626475607837	NA	-6.99327870440997	-5.39528579719094	NA	NA	NA	-7.12308293525906	NA	-6.07960436301938	NA	NA	-9.2971371810186	-10.0341958192686	-13.0845339182018	NA	-8.06697684185785	-7.23085636642894	-10.2817744483348	NA	-12.0131049863532	-7.85121730397629	-6.40916437664776	NA	NA	-9.80140638607917	NA	NA	NA	NA	NA	-11.2012160256232	-12.772661284734	NA	NA	NA	-11.5381960310969	NA	-10.3327424826526	NA	NA	NA	-9.71546588315242	NA	-10.8747680968108	NA	NA	NA	-8.52282857636256	NA	NA	NA	NA	NA	-10.7056764611609	NA	NA	-11.2050515917373	-9.99926425516774	-11.3741475959913	NA	-8.33350561149395	-13.043998994299	-12.0278515717224	NA	NA	-10.3614451532604	NA	NA	-14.2898981685201	-6.77426308388185	NA	NA	NA	NA	NA	-8.93973495762692	-12.8980040096554	-14.4363164170777	NA	-7.12617875997329	NA	NA	-11.4212308715405	NA	-6.48028353231543	NA	-9.21143772459068	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9876556948968	-9.44866480950537	NA	NA	-7.8112385797847	NA	NA	NA	NA	-9.35668618317694	-8.19011564835361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.13973386809727	NA	-12.485508704939	NA
HSM7CZ26	-2.75535060864808	-5.42803675233042	-3.13948711993788	NA	-1.95563169046899	-14.0627547374111	-4.03656573769592	NA	-5.87227879991775	-3.63958686748413	-6.05413116279049	-6.36990615750782	-6.25558856331488	-14.4241928473059	-9.19288694587349	NA	NA	-5.43275770225454	-5.75096900245478	-5.14862153551223	NA	-14.6797784473646	NA	-7.49220395485531	-4.7799929975881	NA	NA	NA	-6.98247894611989	NA	-5.31524413084493	NA	NA	-9.77153764572309	-12.2129973729917	NA	NA	-8.17975345475151	-8.66078127283587	-10.570079826738	NA	NA	-7.44947459970698	-5.10115133673845	NA	NA	-8.77891163938379	NA	NA	NA	NA	NA	NA	-17.45507216019	NA	NA	NA	NA	NA	-10.4503115002678	NA	NA	NA	-10.4087876343051	NA	-13.6339114386072	NA	NA	NA	-8.02228937569792	NA	NA	NA	NA	NA	-12.7198416173944	NA	NA	-10.2930682361186	-10.9746703127643	NA	NA	-6.58405548219304	-11.2801464776892	NA	NA	NA	-8.37625421022787	NA	NA	NA	-13.0707034905266	NA	NA	NA	NA	NA	-7.32873997332916	-13.1654079144734	-14.9855868768887	NA	-7.82330045996255	NA	NA	-9.5778470265661	NA	-6.74279319181553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3702637723855	-7.13559543370932	NA	NA	-8.6676718445079	NA	NA	NA	NA	-7.84436670412922	-7.95817998312544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.36630939840625	NA	-12.6646610015907	NA
HSM7CZ28	-1.82350706618384	-4.54094916664652	-5.1689761892124	NA	-2.41086664420682	NA	-5.30168243085396	NA	-5.38558303943466	-3.75823805679728	-5.11787917567927	-6.48963061864487	-5.01737793959867	-7.91118552190141	-8.85284758583527	NA	NA	-5.31372141135774	-5.52612061521261	-4.47412625773324	NA	-14.3970975183833	NA	-6.2538133263823	-5.25170620765612	NA	-10.5049948695442	NA	-9.26932103601291	NA	-5.39686593994985	NA	NA	-8.21968935807033	-10.7443098304194	-12.1329655886922	-14.3015198584011	-7.93583300330169	-11.7736753165176	-8.44550674312048	NA	-15.1220360285339	-7.44022082646423	-5.82979254328708	NA	NA	-8.32894501869933	NA	NA	NA	NA	NA	-11.9269261848333	-12.8320345750999	NA	NA	NA	-9.61274652234208	NA	-9.5424141133563	NA	NA	NA	-9.70836020471329	NA	-12.7134779647479	NA	NA	NA	-7.49896206926029	NA	NA	NA	NA	NA	-10.287714058876	NA	NA	-11.5784934551927	-10.9978952038179	-12.8077499229764	NA	-9.17391126855692	-10.5906839960595	-12.496809657599	NA	NA	-7.70660515927055	NA	NA	-12.1453611354647	-9.76714214542484	NA	NA	NA	NA	NA	-6.3603593607078	-14.5756948218401	-11.2504155174531	NA	-7.6576944957728	NA	NA	-8.83384464487659	NA	NA	NA	-10.1432878009174	NA	NA	NA	NA	-19.1718845779855	NA	NA	NA	NA	NA	-8.66433767454965	NA	NA	-6.43238082770478	NA	NA	NA	NA	-8.48472763384556	-12.3929861019761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.04340686111115	NA	-9.52330229462073	NA
HSM7CZ2A	-2.26243629274021	-6.16278136191623	-3.07905130286192	NA	-2.38006762209591	-11.6148620135723	-5.00617244200476	NA	-7.01369630520947	-2.95852612414943	-5.60837724215055	-6.06229107431757	-5.60653191611905	-10.8597263363075	-8.81388054979629	NA	NA	-5.75253831566437	-5.56551569776841	-6.02711995431533	NA	-14.8639866850308	NA	-7.578263591771	-5.10458151245695	NA	NA	NA	-6.77632307443659	NA	-4.65880628641394	NA	NA	-8.92299000733378	-13.3730440936483	NA	NA	-7.67048853026788	-7.97764579832845	-10.6494990152444	NA	-15.2654351195617	-6.76061613192881	-5.91239859606607	NA	NA	-10.0108788676522	NA	NA	NA	NA	NA	-12.6244672091118	NA	NA	NA	NA	-11.8363771499679	NA	-11.9178875669029	NA	NA	NA	-10.5643019647137	NA	NA	NA	NA	NA	-9.82775239257397	NA	NA	NA	NA	NA	NA	NA	NA	-10.543424563142	NA	NA	NA	-9.44706598033294	-12.5212740239912	-13.5817386652552	NA	NA	-7.44546895971944	NA	NA	-12.7149448360976	-12.7523655373223	NA	NA	NA	NA	NA	-7.76399597440278	NA	NA	NA	-7.33839795084136	NA	NA	-9.71507310416093	NA	-5.78329102920444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.95224974418587	-9.22788816559947	NA	NA	-6.62520524915566	NA	NA	NA	NA	-8.51143844486761	-8.89918577054179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.97273004621493	NA	-10.9324288927243	NA
HSM7CZ2E	-2.04878914345859	-6.0503471373025	-2.7318536802721	NA	-3.06426208468359	-13.9468901263211	-4.66825056766171	NA	-5.84848753718298	-3.77000491454723	-5.42899204497194	-5.29630252728723	-5.70309285756863	NA	-8.9524348372414	-10.0184383848061	NA	-5.55938041269152	-5.60545228687793	NA	NA	NA	NA	-7.32806609575612	-5.20720617721919	NA	-11.7105666225764	NA	-6.61149246141966	NA	-5.05662336120623	NA	NA	-8.37586681655782	-8.11491174163579	NA	NA	-7.66136682520609	-8.91355724985105	-13.8981379479628	NA	-9.78485734937955	-6.47779125480519	-7.37934786518967	-5.98394207135536	NA	-11.8879019922385	NA	-14.2361344114778	NA	NA	NA	-13.708063246899	NA	NA	NA	NA	NA	NA	-13.0059313981113	NA	NA	NA	-9.65997510921516	NA	NA	NA	NA	NA	-12.1976982298216	NA	NA	NA	NA	NA	-12.6598541538564	NA	NA	-9.51727964055904	-10.5301565097952	NA	-6.0347553966679	-11.2660170138722	-10.8306865677702	-13.0357556134937	NA	NA	-10.3286668532377	NA	NA	-17.9539911826964	-10.3765623546605	NA	NA	NA	NA	NA	-10.051695413462	NA	-13.8710018180252	NA	-8.41376115803742	NA	NA	-11.6178957558823	NA	-4.94448020825563	NA	-7.31384140163938	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.24264119041934	-11.1078410104679	NA	NA	-7.72916440407709	NA	NA	NA	NA	-10.1075110630586	-4.8475702976288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.89642690402915	NA	-12.0263691455036	NA
HSM7CZ2J_P	-2.74846615253849	-6.95694748262891	-4.00892946875867	NA	-5.7606750000052	NA	-7.15285299907382	NA	-7.16660994828622	-4.77696930957907	-5.86696952496597	-5.63542163854153	NA	-7.75877343822705	-8.3541596775091	NA	NA	-4.15063735634943	-5.68179645740881	NA	-5.2385815550827	-2.122764549118	NA	NA	NA	NA	NA	NA	NA	NA	-4.73912658928025	NA	NA	-7.49788666888688	NA	NA	-10.971055465841	-7.61201554754318	-5.42728381343691	-12.1801482786828	-11.0596574867686	-17.185070957252	NA	NA	-7.71409439991855	-6.33150554112692	NA	NA	NA	NA	NA	NA	-8.1974072389979	NA	-6.70229450626408	NA	NA	-11.7287165421436	NA	-11.7164469143339	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.4712548770174	NA	NA	NA	NA	-3.67476844340648	NA	NA	NA	NA	-7.17716768386984	-12.0995984980706	-3.36712705237807	-10.5791285176265	-8.0067562418969	-11.6967286797194	-11.1052528720395	NA	NA	NA	NA	NA	-10.4345733151528	NA	NA	NA	-12.0461592391091	NA	NA	NA	NA	-5.98990063361572	-7.4945272752533	NA	-14.5448260210296	-7.81404307536677	NA	NA	NA	-11.559818735505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.09843710817564	NA	NA	NA	NA	NA	NA	NA	-9.52084591641395	NA	NA	NA	NA	-7.22000820050726	NA	NA	NA	-11.1554386292078	-9.93196214159652	NA	NA	NA	NA	NA	NA	-12.89390025793	NA
HSM7CZ2L_P	-3.10651317982799	-1.83314035066532	-3.45615631110042	NA	-7.14507643560327	-13.8929276741533	-8.30328421408785	-10.983985441648	-5.27034684446725	-5.62292202256125	-4.48122537334115	-7.48401060730575	NA	-7.4754492536662	-8.52581602347691	NA	NA	-6.2779519511607	-6.38837772603465	NA	-6.67646452596458	-3.13851458983	NA	NA	NA	NA	NA	-6.32380787703737	NA	NA	-6.36778299008481	NA	NA	-9.24019158901548	NA	-12.8246832823569	-10.6150161954369	-9.00727637681696	-6.13489595829738	-9.00479428578278	-6.26841279974218	-10.7354272418377	NA	NA	-7.94263395437038	-5.44250868835146	-10.6483705075684	NA	NA	NA	NA	NA	-10.2969521807097	NA	-7.0465521109623	-10.260392020514	NA	-9.59609056022877	-11.124330470938	-10.7829276654416	NA	NA	NA	-12.2400974152473	NA	-10.8575349007295	NA	-12.6463723146716	NA	-7.09930167644646	NA	NA	NA	NA	-3.59858043750791	-9.71840370470784	NA	NA	NA	-8.84401807367236	-11.524840589801	-5.08458426262439	-10.3526739542543	-8.32105363058346	-12.853207245127	-12.8451635243406	NA	NA	NA	NA	NA	-7.89448314065534	NA	NA	NA	-9.42052527304968	NA	-10.3895914732063	-12.4514825728884	-9.6975645587265	-7.187598885727	-9.26086962340542	NA	-17.5886372403823	-10.2346458280469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.39168203297054	NA	NA	NA	NA	NA	NA	NA	-11.9466239655365	NA	NA	-11.8630352998427	NA	-10.4339268393475	NA	NA	NA	-10.583371050546	-9.92133693058837	NA	NA	NA	NA	NA	NA	-10.2740178415088	NA
HSM7J4G1	-9.52651291166609	-4.9653702637144	-6.38532378655389	-10.3596514344268	-4.27921935990053	-2.89523689499544	-9.82446958361152	-2.00997200042825	-3.6082412362508	-6.42467618606093	-2.74369457275706	-5.6851704580925	-6.55924969807809	-10.2077920633145	-9.40734386328405	-11.8012802789659	NA	-6.85886098890138	-5.52613842885	-10.6580592967143	-7.35233030262622	NA	NA	-10.8305745857599	NA	-10.7199648982857	-7.1294783510929	-11.320161912702	-5.76271120178264	NA	-10.1473543141198	-8.00331676511114	NA	-9.02248813573556	NA	NA	-11.1152833679153	-8.05923488994657	-6.80802291798759	-8.94174249112747	-15.7374651813685	NA	-9.81867249670365	-8.83534877665465	-9.38439667595079	NA	-7.22833437590384	NA	-9.42173947631528	NA	NA	NA	-6.98641637299684	-9.19628835804815	NA	NA	NA	-4.3791976284092	-11.9264563231046	-8.79183088448501	NA	NA	NA	NA	-6.53137560090046	NA	NA	-10.568726314204	-10.1616015109163	-7.21492427379864	NA	-9.94713114542936	NA	NA	NA	NA	NA	NA	-11.7807926130326	-8.76221922837447	-13.2135321140449	NA	-10.6681941823763	-11.0236262284622	-12.0871356767359	NA	-11.1765332095635	NA	NA	NA	NA	NA	-7.26118033020041	NA	NA	-8.31045614278153	NA	-9.15339218991828	NA	-8.33028542658179	-14.2344627719145	-8.31811578417263	-9.61600829673734	-10.8265963026457	-6.63377387832623	NA	-8.1937698058144	NA	-12.2374778096699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.4924892014744	NA	NA	NA	NA	-9.66819418237629	NA	NA	-13.464152349505	NA	-6.85936890985751	NA	NA	NA	-10.1747260002067	-9.24087727592875	NA	NA	NA	-7.69906562592714	NA	NA	-8.22353907216619	NA
