feature	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
CSM79HKZ	-1.76423843128417	-5.50413524462031	-2.63525005744644	NA	-3.6321038461334	-17.4292310780149	-6.48845034090179	-10.884161304417	-8.05490289837987	NA	NA	-6.37684828500092	-4.79519148613461	-7.49146939882217	-3.72917368057489	-7.04605699681435	-2.6612488755548	NA	NA	NA	-4.0200426734444	-17.5958809474243	NA	NA	-15.1498948598518	-7.57096745088679	-15.025715448631	-13.4929143684729	NA	NA	NA	-5.53133063182253	NA	-8.25998933258365	-11.8123815300725	NA	NA	-10.2669770899253	-10.0058668275197	-8.30685013502907	-11.9926330936752	-6.62855174556185	NA	NA	-10.7689434012857	NA	NA	NA	-8.371879273226	NA	NA	NA	-12.8043857861205	NA	-7.55098505017843	-11.3271838051509	NA	NA	-10.4492473354387	-14.1337751944885	NA	NA	NA	NA	-12.7916840602814	NA	NA	-11.3379159112687	NA	-14.4557032893759	NA	NA	NA	NA	NA	-10.9423412195448	NA	NA	NA	NA	-11.5519329994132	-12.0090794470392	-9.86921096295104	NA	NA	-10.9013986845794	-10.6682843689567	NA	NA	NA	NA	NA	NA	-8.15861719377275	NA	NA	NA	NA	NA	NA	NA	NA	-9.00510297138875	-11.4109044302081	-8.05229668793528	NA	-13.4860769384194	NA	NA	NA	NA	NA	-13.1020663347612	NA	NA	-18.962663278096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.6256282908182	NA	NA	-16.455703289376	NA	NA	-12.8497437073597	NA	NA	NA	-16.1337751944885	NA	NA	NA	NA	NA	-11.8785542431777	NA	NA	NA	NA
CSM79HL4	-2.1796898564607	-3.69636388109392	-2.05709393222181	NA	-4.09885809147901	NA	-7.04976031231903	-10.7782788991631	-5.66408274890528	NA	NA	-6.81346730822047	-4.16827353772832	-4.80655008039308	-3.93579500783973	-5.2700894200204	-3.7768346152895	NA	NA	NA	-5.07546307006897	NA	NA	NA	NA	-6.43518350067486	NA	-10.8403689038361	NA	NA	NA	NA	NA	-10.1245217189445	-9.02296086443588	NA	NA	-11.112146607362	-8.6142376540036	-6.98728541396327	-6.46038594744114	-7.22582795730831	NA	NA	-8.08795595522028	NA	NA	NA	-7.59281891861169	NA	NA	NA	-10.747431915942	NA	-7.50657303965588	-9.51722757960845	NA	NA	NA	-10.9629436992647	NA	NA	NA	NA	-10.3973302904636	NA	NA	-8.33100489495208	NA	-12.7761666073643	NA	NA	NA	NA	NA	-9.6999843731864	NA	NA	NA	NA	-8.37348354850921	-10.8211874906324	-8.99359851811237	NA	NA	NA	-12.8598087846597	NA	NA	NA	NA	NA	NA	-7.8286926602893	NA	NA	NA	NA	NA	-11.2214205810196	NA	-11.7279079671392	-9.84036890383606	NA	-9.26954379111835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.9308692896002	NA	NA	-9.61577136928331	NA	NA	-16.1376816994692	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.3216363988363	NA	NA	NA	NA
CSM79HL6	-2.18778525515008	-4.00248637606266	-2.2215248497836	NA	-4.28043300921459	NA	-7.03398658217573	-10.2549450278497	-4.96402895327674	NA	NA	-7.4860906734476	-4.52260680904541	-4.71624962842844	-5.57718090261246	-6.09708094403605	-3.58724148976927	NA	NA	-13.3738167507927	-3.53202478788254	NA	NA	NA	NA	-6.18353010349418	NA	-10.4880728266411	NA	NA	NA	-11.310175450703	NA	-10.1030713962481	NA	NA	NA	-9.1259737958605	-8.0091117440119	-12.2603181999485	-7.71023883703658	-5.04427259160849	NA	NA	-7.31841352601487	NA	NA	NA	-7.77798405319263	NA	NA	NA	-11.2440747883879	NA	-8.24696858522793	-11.379450713482	NA	NA	-12.0063460566691	-10.9789005653833	NA	NA	NA	NA	-9.73446596967013	-11.9834897804955	NA	-8.5057332331819	NA	-11.6569113794735	NA	NA	NA	NA	NA	-8.79153434566101	NA	NA	NA	NA	-7.39995801804926	-10.1609805423937	-7.85953981873001	NA	NA	-11.8760493553945	-10.8817494617463	NA	NA	NA	NA	NA	NA	-7.08126452905578	NA	NA	NA	NA	NA	-9.4254365106462	NA	-12.379450713482	-8.49953020859166	NA	-7.18753979542597	NA	NA	NA	NA	NA	NA	NA	-12.6107411980406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-15.004479295519	NA	NA	NA	NA	-9.40456645333183	NA	NA	-7.09775453645765	NA	NA	NA	NA	NA	NA	-12.7025889538681	NA	NA	NA	NA	NA	-10.7549816440199	NA	NA	NA	NA
CSM79HLA	-2.9798023894648	-6.48465871938272	-3.35814493162388	NA	-3.83065797854376	NA	-4.36581814379339	NA	-2.85555200043002	NA	-4.22049370007507	-8.57548300925304	-14.5085160196638	NA	NA	NA	NA	NA	-5.4919623945036	NA	NA	NA	NA	NA	-9.43469578637212	-9.6738914756347	-9.05058408415622	NA	NA	NA	-4.97175815672074	-3.81373032529097	NA	-5.95144077247361	-5.07014593045001	NA	-8.832377590437	-4.79566971120241	NA	NA	NA	NA	NA	NA	NA	-10.1730490976055	-6.23693293891487	NA	-7.4057079402637	NA	NA	NA	-6.36113662968027	NA	NA	NA	NA	-11.3813544401353	NA	-5.85738230124804	NA	NA	NA	-5.45434198723357	NA	NA	NA	NA	NA	-7.19506283942277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.34010893625816	NA	NA	-7.80712538747692	-6.68151364058342	-7.97655536930811	-7.55548364241055	NA	NA	NA	-11.6697082845635	-5.86781660020698	NA	NA	NA	NA	-9.80950384881833	NA	NA	NA	-7.20366603857332	-5.23686624720659	-9.78808119014907	NA	-10.4832340541545	-5.91789689239462	NA	NA	NA	NA	NA	-9.72820592062041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.82332671958696	NA	NA	NA	NA	-6.94725535461017	NA	NA	NA	NA	-6.56148446232417	NA	NA	NA	-10.5113526718333	-6.20926874480269	NA	NA	NA	NA	NA	-7.29761511518523	NA	NA	NA	NA
CSM79HLA_TR	-2.65686917241974	-6.43484878296091	-2.64157984483234	NA	-3.15792842387744	NA	-4.52554181192991	NA	-3.2555425907198	NA	-4.11423652484684	-8.55198645546321	NA	NA	NA	NA	NA	NA	-5.23473836406058	NA	-13.9866301547752	NA	NA	NA	-9.59431273199645	-9.31016929956856	-9.55186268803372	NA	NA	NA	-5.04283775147767	-4.26527728086865	NA	-5.98717394450118	-5.84370376512487	NA	-9.49662212754199	-4.93666545504555	NA	NA	NA	NA	NA	NA	NA	-9.68695486673498	-7.81351162358647	NA	-7.60907754132971	NA	NA	NA	-6.52633193846368	NA	NA	NA	NA	-12.5911298002882	NA	-7.07693184817823	NA	NA	NA	-5.4331878619921	NA	NA	NA	NA	NA	-8.11981574191621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.31257876793826	NA	NA	-7.58415197133568	-6.56298213907507	-8.55638709247151	-8.69670537722227	NA	NA	NA	NA	-5.93379497135688	NA	NA	NA	NA	-11.2967294002211	NA	NA	NA	-8.12330583857333	-5.65288150658895	-10.4751048477953	NA	-12.6313648760137	-6.37175644562915	NA	NA	NA	NA	NA	-11.3256387333878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.84171656852456	NA	NA	NA	NA	-7.41429728455053	NA	NA	NA	NA	-6.86336292603556	NA	NA	NA	-11.4918654630256	-7.17760331800866	NA	NA	NA	NA	NA	-7.71021221522917	NA	NA	NA	NA
CSM79HLC	-2.67061346787766	-5.6969903883161	-2.42979794855092	NA	-1.71715350743442	-10.0224477383517	-4.29195084807695	NA	-3.70221738088661	-11.2849841049846	-4.42412450845772	-8.1859028853401	-12.8517619129855	NA	-13.9959189229674	-12.0318179490843	NA	NA	-6.13191119783945	NA	NA	-14.0919656104384	NA	-13.8539763340509	-8.51787946351038	-9.93428915471759	-10.004656517261	-12.4828136441502	NA	NA	-5.78085077990352	-5.50418130120096	NA	-6.44646380543628	-6.89042763099458	NA	-10.8336214810495	-5.48450797414961	NA	NA	NA	-11.4594444902067	NA	NA	NA	-9.58555021990581	-12.1560959478581	NA	-6.22745420733946	NA	NA	NA	-9.23551752683946	NA	NA	NA	NA	NA	NA	-12.516618198594	NA	NA	NA	-6.89328925807574	NA	NA	NA	NA	NA	-10.751857499486	NA	NA	NA	NA	-18.2935994716082	NA	NA	NA	NA	NA	NA	-9.80803847145087	NA	NA	-11.004502769188	-7.44907676875157	-9.61259537768698	NA	NA	NA	NA	NA	-8.20406071446929	NA	NA	NA	NA	NA	NA	-13.1906614498485	NA	-9.87771689076199	-7.73018072557222	-9.88491591231259	NA	-17.2935994716082	-8.41131306467508	NA	NA	NA	NA	-13.5638654466729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.44153819232886	NA	NA	NA	NA	-12.6936866294209	NA	NA	-12.9983662433861	NA	-14.7575465713678	NA	NA	NA	NA	-11.8673347169059	NA	NA	NA	NA	NA	-9.01576966121879	NA	NA	NA	NA
CSM79HLE	-1.17059818197163	-7.35357767716956	-2.50881803222147	NA	-3.22187431038337	NA	-4.84556527723831	NA	-4.41833568783152	NA	-5.02792848050267	-5.6401203728655	NA	NA	-13.7454674446789	NA	NA	NA	-5.20037746828287	-10.0200717212125	NA	NA	NA	NA	-7.19234406672515	-8.86678686878196	NA	-11.7360201575072	NA	NA	-6.39159463664318	-7.33068719158043	NA	-6.88014272781803	-7.79827209450282	NA	-11.164501331668	-7.87788536331446	NA	NA	NA	NA	NA	NA	NA	-6.52885909317397	-10.2021735141537	NA	-8.66973126099299	NA	NA	NA	-10.1452871986695	NA	NA	NA	NA	NA	NA	-11.8413731576535	NA	NA	NA	-6.06913479310971	NA	NA	NA	NA	NA	-11.8940380528125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.8586704195776	NA	NA	NA	-8.38339630876824	-6.68406170359486	-8.19802887954591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.98692628672362	-12.0363049614525	NA	NA	NA	NA	NA	NA	NA	NA	-9.9547415446373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.86367016386996	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.37105322287342	NA	NA	NA	NA	-12.3237110430267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSM79HLG	-2.23717464936819	-5.35012580139699	-2.57375046914698	NA	-4.78211349220313	NA	-3.54352329786336	NA	-3.76546778290596	NA	-4.71304970510906	-6.15179118004456	-13.3937048786054	NA	NA	NA	NA	NA	-4.43944987449265	NA	NA	NA	NA	NA	-6.2854148424833	NA	-8.41483413394124	-8.74313606557829	NA	NA	-5.28265695269106	-3.73160134656195	NA	-8.99615973707328	-5.17088832072154	NA	-8.69096535098936	-6.17139188392998	NA	NA	NA	NA	NA	NA	NA	-6.13142038654614	-8.69382512835777	NA	-5.93195016036988	NA	NA	NA	-8.19980940720449	-11.7418487494932	NA	NA	NA	NA	NA	-9.5140254827454	NA	NA	NA	-5.90989813696224	NA	NA	NA	NA	NA	-11.2653463698887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.06721493027812	NA	NA	-12.6314085063089	-6.20924088458545	-6.63910194201692	-6.57749608014736	NA	NA	NA	-11.8919658547381	-7.76542690907384	NA	NA	NA	NA	-13.5221794365541	NA	NA	NA	-10.444316510934	-5.96524142319848	-10.9621838513496	NA	NA	-8.80712591268326	NA	NA	NA	NA	NA	-7.51856507517745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.73235814428129	NA	NA	NA	NA	-14.4941650603846	NA	NA	NA	NA	-6.80509106968115	NA	NA	NA	NA	-9.50777600553139	NA	NA	NA	NA	NA	-9.0516202422516	NA	NA	NA	NA
CSM79HLI	-2.08232886162531	-5.68621251834515	-2.88085318843256	NA	-1.68255798675957	-17.2428913104327	-4.94646399337306	NA	-4.0523227955996	NA	-4.76965549202346	-6.14451400252643	-16.2428913104326	NA	NA	NA	NA	NA	-5.89991498931094	NA	NA	-14.0703408395835	NA	NA	-7.5566204203435	-6.93498134013148	-12.0283333130619	-10.8133302213774	NA	NA	-6.0782007177049	-5.8872423537786	NA	-8.39884158839429	-7.80802386105717	NA	-11.8116848742602	-7.54737775476045	NA	NA	NA	NA	NA	NA	NA	-9.84846375850642	NA	NA	-7.56858325384478	NA	NA	NA	-9.65977770787668	NA	NA	NA	NA	NA	NA	-14.0808715070756	NA	NA	NA	-6.5117114081063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.608288520787	NA	NA	-13.553408822488	-9.57081381536835	-11.3293151867922	NA	NA	NA	NA	NA	-7.38776754223586	NA	NA	NA	NA	NA	NA	NA	NA	-12.8801569991573	-8.9337318255496	-13.8539565270485	NA	NA	-7.99469152799701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.74605390043037	NA	NA	NA	NA	-14.7985892166485	NA	NA	NA	NA	-4.53413955063926	NA	NA	NA	NA	-13.110233566707	NA	NA	NA	NA	NA	-12.5999814605022	NA	NA	NA	NA
CSM79HLK	-2.51323212632529	-6.1243450142222	-2.37465926088825	NA	-2.42709634608959	NA	-3.28265324921065	NA	-4.13714423401719	NA	-3.9957560854637	-6.65743774586825	NA	NA	NA	NA	NA	NA	-5.46207643118959	NA	NA	NA	NA	NA	-6.68438690217009	-12.5509374586656	-10.5282173821655	-9.76423898256799	NA	NA	-5.22794182981944	-5.07392303227025	NA	-6.43377168308465	-8.67059519202401	NA	NA	-6.56680942979852	NA	NA	NA	NA	NA	NA	NA	-6.05645424889654	NA	NA	-7.2905247955649	NA	NA	NA	-8.11393871111813	NA	NA	NA	NA	NA	NA	-8.24063818061272	NA	NA	NA	-6.17163844208305	NA	NA	NA	NA	NA	-12.1767684444012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.57788581087793	NA	NA	NA	-6.53666828277607	-6.6953882116859	-9.68116003607414	NA	NA	NA	NA	-9.09873016679617	NA	NA	NA	NA	NA	NA	NA	NA	-10.5599936771313	-7.266574466455	-11.1582006843619	NA	NA	-14.3613783605969	NA	NA	NA	NA	NA	-9.98801481458731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.91011429060384	NA	NA	NA	NA	-11.0100938641163	NA	NA	NA	NA	-8.2797423909944	NA	NA	NA	NA	-9.57626023882889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSM79HLM	-9.91090537768029	-4.87512882566082	-2.21592782678534	NA	NA	-1.7905131964524	-2.71694256239659	-7.4653543713505	-9.50451761464708	-3.76045732680429	-4.6281478800736	-5.94066598744302	-7.87425942761574	NA	-7.74363506794932	NA	NA	-5.98529286850271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.69086967689922	NA	NA	-6.46675782981635	NA	-9.56874279905287	NA	NA	-13.8889496429416	-8.6237427009536	-5.09666367398213	NA	NA	NA	-8.18103092909371	NA	-6.99291811416192	NA	NA	NA	NA	NA	NA	NA	-10.4954312934258	-8.78351992120249	NA	NA	NA	NA	NA	-10.035007927282	NA	NA	NA	-8.82262083910408	-5.61891991945359	NA	NA	-10.942096817859	NA	-8.7202356780756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0488747377407	NA	-16.2316695394341	-9.97747905922982	-11.2849990418401	-9.05891944259536	NA	NA	NA	-12.5592441974625	NA	NA	NA	NA	NA	NA	NA	-9.08110331183891	NA	-11.3597146350207	-10.7770054137961	-10.4643393858134	NA	NA	NA	-11.5999644001301	NA	NA	NA	NA	-9.46188500555205	NA	NA	-16.976412484192	NA	NA	NA	NA	NA	-13.4596476904887	NA	NA	-6.15574836301255	NA	NA	NA	NA	NA	NA	-11.2385941973605	NA	NA	NA	NA	NA	NA	NA	-13.9004636309586	-11.1971811630487	-9.67633824239773	NA	NA	NA	-5.26385062860892	NA	NA	NA	NA	NA
CSM79HM1	-3.78486124233459	-4.6541776025062	-3.56687323407518	NA	-2.99157444169957	NA	-4.28518309106633	-5.42607132119525	-7.34580051005962	NA	NA	NA	-2.86890741486705	-4.58634140942611	-6.32246852761495	-8.42094587780315	NA	NA	NA	-9.59033174114099	-12.4819981363064	-17.6138550969154	NA	-9.36968950226777	NA	NA	-4.63213546128471	-7.38476091804581	NA	NA	-6.90977134199667	-8.03744948480553	NA	NA	-5.31067488328541	-9.03831585008063	NA	-10.0190639788259	-11.0471667676629	-9.36148532898913	-8.14074129157803	-13.0427345213476	NA	-5.9806138691732	-13.1354225163478	NA	-9.17853209679167	NA	NA	NA	NA	NA	-5.58000196656474	-8.88905705290669	-10.6742758826005	-8.32874190841367	NA	-10.9423140302033	-11.3408366025087	-7.49556286388817	NA	NA	NA	-9.54787806061773	NA	-6.96332686642805	NA	-11.3009721416308	NA	-8.38769381197599	NA	-2.48844414905155	NA	NA	NA	NA	NA	NA	NA	-6.87999237723662	NA	-13.0176653407708	-12.1173341595426	NA	NA	NA	-10.6912706942015	NA	NA	-6.38093456969223	NA	NA	-12.1530579362536	NA	-11.9064959648343	NA	NA	NA	NA	-6.19707955641643	-8.3730637647532	-7.58655380472144	NA	NA	NA	-13.2489908868772	NA	-9.35538720888335	NA	-8.04135223223078	NA	NA	NA	NA	NA	NA	NA	-14.8634272429424	NA	NA	NA	-9.44299114650323	NA	NA	NA	-8.37774121974705	NA	NA	NA	NA	-11.1057302071921	NA	NA	-9.29474752109017	NA	NA	NA	NA	NA	NA	-9.74683382040613	-11.4435127093739	NA	NA	NA	NA	NA	NA	-6.82187827601647	NA	NA
CSM79HM5_P	-5.44290354847194	-3.414827638852	-3.96664159384966	NA	-3.34093651489025	NA	-6.17668905221417	-5.64731941659223	NA	NA	NA	NA	-4.39949531962524	-5.51162294062139	-6.69029056750383	-9.43808756959952	NA	NA	NA	-10.7047868719129	-8.67969267392669	-14.9920561740446	NA	-10.1199073013812	NA	NA	-8.12709886349357	-6.2129282470734	NA	NA	-4.14370195225356	-9.82159154475192	-1.31732332875881	NA	-6.9445925482718	NA	-14.0042514710148	-9.54805222180524	-11.5995074574711	NA	-7.50715531687961	-7.46543508941938	NA	-5.1358193008236	NA	NA	-11.4852761061381	NA	NA	NA	NA	NA	NA	NA	-8.75729114908049	-7.25830470046549	NA	-14.0719489746244	NA	NA	NA	NA	NA	-10.1731243807466	NA	-10.9498717274122	NA	-13.1578884208529	NA	NA	NA	-4.92371668086905	NA	NA	NA	-8.41623046789548	NA	NA	NA	-8.0956473153022	NA	-14.1647161432081	NA	NA	NA	-16.5625191050706	NA	NA	NA	-7.40719487601996	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.51321507158829	NA	-10.8729403795612	NA	NA	NA	NA	NA	-9.0499761499737	NA	-7.1755142146655	NA	NA	NA	NA	NA	NA	NA	-7.82361619078879	NA	NA	NA	-10.2667960805306	NA	NA	NA	-9.08241558425298	NA	NA	NA	NA	-15.7801105401433	NA	NA	-10.0001240227846	NA	NA	NA	NA	NA	NA	-16.7801105401433	NA	NA	NA	NA	NA	NA	NA	-8.98297688013365	NA	NA
CSM79HM7	-5.65984034103607	-3.97504847525801	-7.58361962796334	NA	-3.94625164135219	NA	-5.6894556001245	-6.4794827355399	-11.3697319947208	NA	NA	NA	-3.30214091190589	-3.1773716638788	-7.76267943618625	-3.28379095222362	NA	NA	NA	-11.8139740116735	-12.5139290346846	NA	NA	-8.86694425042736	NA	NA	-4.81671213327115	-6.82213436786544	NA	NA	-7.96215781662598	NA	-2.20424702245074	NA	-4.86856164186571	-13.3181374014253	NA	-8.86550808979819	-13.3906499012097	NA	-7.14736138761485	-6.06817449579572	NA	-6.47091284114193	NA	NA	-9.31010553918697	NA	-12.6261848623845	NA	NA	NA	-10.3389130439022	NA	-8.80623836289388	-7.61311118134102	NA	-14.5347789017747	-9.97174437709008	-12.2121205132544	NA	NA	NA	-10.7284678980266	NA	-9.61588547975378	NA	-12.4626513868767	NA	-10.5441686478623	NA	-4.4747705223739	NA	NA	NA	-6.06862885216224	NA	NA	NA	-6.09550295159117	-7.60496992979544	-10.7049036572605	-12.5184360519111	NA	NA	-11.4788100896294	-11.4097807586142	NA	NA	-6.20844044288251	NA	NA	NA	NA	-11.3803581252138	NA	NA	NA	NA	-7.505516140801	-12.7919812833314	-9.97035442297432	NA	-12.8106536533819	NA	NA	NA	-8.57687605477417	NA	-6.3396356684898	NA	NA	NA	NA	NA	NA	NA	-7.03388408996401	NA	NA	NA	-11.8329351007579	NA	NA	NA	-7.45526036240458	NA	NA	NA	NA	-9.21321609237877	NA	NA	-6.50543225911829	NA	NA	NA	NA	NA	-13.2312293362021	-11.3287846456248	-11.0101057760213	NA	NA	NA	NA	NA	NA	-10.258301082452	NA	NA
CSM79HM9_P	-4.46577374065904	-4.40615100825763	-5.75159485781418	-2.31116604204226	-4.80592358770736	-6.91910193112223	-7.21056222089527	-7.65924698868185	-7.69236421310491	-9.1143454217688	-6.50888811044347	-7.57440114119802	-6.7153999073414	-3.20404640803175	-6.84959792042519	-7.84780815362051	-12.0225706303929	-9.02184397423019	-11.6848358936181	NA	-10.6784596123959	-7.05999964342785	-8.07717528353874	-6.3296674471519	-11.3635214068952	NA	-6.50093415132249	-7.92311033472753	NA	-10.252141593652	-7.82442419094731	-9.711928343052	-2.4191926071696	-10.1254906495347	-7.73745006332494	-10.2553646471898	-12.9686733152089	-8.37332330330383	-9.98872847800085	-10.0998733928969	-5.48652747707132	-12.1501586852777	-14.33035454296	-6.6984797917991	-9.81516172015263	-6.8558077015389	-7.92650642223407	NA	-9.31474478925547	-14.2494927102098	NA	-8.72474773232276	-8.98258833596718	-11.7153183194028	-8.93933248645487	-9.00435362994128	NA	-8.90744134376946	-8.74332757648306	-9.91611698550415	-7.97580949649048	NA	-10.3895314940181	-9.29822632577084	NA	-7.33521101087177	NA	-18.5623756654949	NA	-9.39005234136153	-12.0045928894638	-3.65820560131834	-15.0651891248615	NA	NA	-10.7531434561959	NA	NA	NA	-7.22363928292025	-9.14118743804502	-9.07788839878755	-10.9287749300251	NA	-13.0375075119365	-9.25318355853427	-9.32576346527842	-9.76309404397225	NA	-6.79057672653311	NA	NA	-16.4194177116522	-16.5927493145379	-16.8805516255206	NA	NA	NA	NA	-5.67454421755726	-9.43427390920917	-7.16784598251336	-17.1931418558287	-13.9161169855042	NA	NA	-11.7310684216921	-7.10191976918453	NA	-8.91341895762835	NA	NA	-14.6474922791322	NA	NA	-19.3399832441577	NA	-10.8723776940747	NA	NA	NA	-12.9089334268903	NA	NA	-10.1352374500638	-8.57795720669303	NA	-16.6081793551073	NA	NA	-10.1875173066346	NA	NA	-7.84523478385747	NA	NA	NA	NA	NA	NA	-9.97069749508131	-9.67173138187509	NA	NA	NA	NA	NA	NA	-9.55558209019234	NA	NA
